time,refrigerator,washing_machine,kettle,main,microwave,dishwaser
2012-12-14 22:00:00,0.088121387283237,0.0,0.0010115606936416186,0.7201560693641618,0.001,0.0010057803468208092
2012-12-14 23:00:00,0.027541958041958043,0.0,0.0010034965034965036,0.2628426573426573,0.001,0.001
2012-12-15 00:00:00,0.045637795275590545,0.0,0.001,0.22503937007874014,0.023309055118110236,0.001
2012-12-15 01:00:00,0.01641304347826087,0.0,0.0010036231884057972,0.1786286231884058,0.0010072463768115941,0.001
2012-12-15 02:00:00,0.04791637010676157,0.0,0.001,0.19921530249110322,0.001,0.000998220640569395
2012-12-15 03:00:00,0.05596243291592129,0.0,0.001,0.23941860465116277,0.001,0.001
2012-12-15 04:00:00,0.06906126126126126,0.0,0.001007207207207207,0.20916576576576576,0.0009981981981981981,0.001
2012-12-15 05:00:00,0.015587073608617594,0.0,0.0008240574506283662,0.1743662477558348,0.001,0.001
2012-12-15 06:00:00,0.020824686940966012,0.0,0.0964865831842576,0.3413756708407871,0.000998211091234347,0.001003577817531306
2012-12-15 07:00:00,0.03839703153988868,0.0,0.03705936920222634,0.5407142857142857,0.0009981447124304268,0.0009981447124304268
2012-12-15 08:00:00,0.04274141048824593,0.0,0.001,0.5630433996383364,0.021039783001808317,0.001
2012-12-15 09:00:00,0.02613218390804598,0.4480095785440613,0.001,0.6961532567049808,0.001,0.001003831417624521
2012-12-15 10:00:00,0.04060363636363636,0.24050545454545455,0.001,0.6597981818181817,0.001,0.0010036363636363637
2012-12-15 11:00:00,0.030079854809437385,0.04311070780399274,0.001,0.3281941923774955,0.001,0.001
2012-12-15 12:00:00,0.0399873417721519,0.0,0.001,0.4665822784810127,0.02449873417721519,0.0009974683544303796
2012-12-15 13:00:00,0.07841030534351145,0.5125896946564885,0.001,0.8676164122137404,0.001,0.001
2012-12-15 14:00:00,0.041017543859649126,0.2277972709551657,0.001003898635477583,0.6295399610136452,0.001003898635477583,0.001
2012-12-15 15:00:00,0.04067562724014337,0.05032258064516129,0.058286738351254475,0.3350663082437276,0.001,0.001
2012-12-15 16:00:00,0.06644812362030905,0.7032759381898455,0.07245916114790288,1.3852781456953642,0.001,0.001
2012-12-15 17:00:00,0.03412285012285012,0.1754176904176904,0.001004914004914005,0.860004914004914,0.001,0.0009975429975429976
2012-12-15 18:00:00,0.08754070981210856,0.0,0.001,0.47067223382045925,0.02437578288100209,0.001
2012-12-15 19:00:00,0.08044742729306488,0.0,0.0009977628635346755,0.5424809843400448,0.001,0.001
2012-12-15 20:00:00,0.03147567567567568,0.0,0.0009981981981981981,0.5256594594594595,0.001007207207207207,0.0273963963963964
2012-12-15 21:00:00,0.055451476793248945,0.0,0.001,0.9854873417721519,0.0010042194092827004,0.5480506329113924
2012-12-15 22:00:00,0.0213030888030888,0.0,0.001,0.8968706563706563,0.001,0.6529054054054054
2012-12-15 23:00:00,0.04430948121645796,0.0,0.001,0.22510554561717352,0.000998211091234347,0.0
2012-12-16 00:00:00,0.014495495495495496,0.0,0.001,0.2215027027027027,0.001,0.00021981981981981984
2012-12-16 01:00:00,0.04364811490125673,0.0,0.001,0.21352603231597844,0.001,1.7953321364452425e-06
2012-12-16 02:00:00,0.019055855855855855,0.0,0.001,0.19975675675675675,0.001,0.0
2012-12-16 03:00:00,0.025425493716337524,0.0,0.001,0.20240215439856374,0.001,0.0
2012-12-16 04:00:00,0.027729537366548044,0.0,0.001,0.202,0.0010071174377224198,0.0
2012-12-16 05:00:00,0.015445045045045045,0.0,0.001,0.2192882882882883,0.0010018018018018017,0.0
2012-12-16 06:00:00,0.0485,0.0,0.001,0.24563129496402877,0.001,0.0
2012-12-16 07:00:00,0.017394594594594595,1.8018018018018017e-06,0.001,0.19978198198198197,0.0010036036036036036,0.0
2012-12-16 08:00:00,0.03514079422382672,0.0,0.001,0.2119332129963899,0.0009963898916967508,0.0
2012-12-16 09:00:00,0.09333208955223882,0.0,0.0009944029850746268,0.3593619402985075,0.03449253731343283,0.00031156716417910445
2012-12-16 10:00:00,0.05158198198198198,0.0,0.000990990990990991,0.2165045045045045,0.001,0.0009981981981981981
2012-12-16 11:00:00,0.014515482695810565,0.0,0.0010072859744990892,0.2011712204007286,0.001,0.001
2012-12-16 12:00:00,0.04203558052434457,0.0,0.001,0.31415168539325844,0.001,0.001
2012-12-16 13:00:00,0.019616541353383456,0.0,0.001,0.30840977443609024,0.001,0.001
2012-12-16 14:00:00,0.012418181818181818,0.0,0.001,0.3589836363636364,0.0009981818181818182,0.0009981818181818182
2012-12-16 15:00:00,0.03956521739130435,0.0,0.08670600414078675,0.37026501035196685,0.001,0.001
2012-12-16 16:00:00,0.014444155844155844,0.0,0.09745974025974026,0.5093610389610389,0.02930909090909091,0.0009974025974025973
2012-12-16 17:00:00,0.049059845559845564,0.0,0.001,0.6902606177606178,0.06447683397683397,0.001
2012-12-16 18:00:00,0.04436952380952381,0.0,0.06932571428571428,0.49162285714285714,0.03898857142857143,0.0009980952380952382
2012-12-16 19:00:00,0.03179871520342612,0.0,0.06622055674518201,0.4333361884368308,0.007796573875802998,0.0010042826552462527
2012-12-16 20:00:00,0.04622050290135397,0.0,0.0010077369439071566,0.5452340425531914,0.001,0.0010058027079303676
2012-12-16 21:00:00,0.017603571428571427,0.0,0.001,0.4403625,0.001,0.001
2012-12-16 22:00:00,0.03710215053763441,0.0,0.001,0.3223673835125448,0.001,0.000996415770609319
2012-12-16 23:00:00,0.052605405405405405,0.0,0.001,0.21241801801801802,0.001,0.001
2012-12-17 00:00:00,0.05286751361161524,0.0,0.001,0.20276588021778585,0.001,0.0010018148820326678
