time,main,fridge-freezer,tumble_dryer,washing_machine,dishwasher,desktop_computer,television_site,microwave,kettle,toaster
2014-06-04 00:00:00,0.2434226086956521,0.0445791304347826,0.0,0.0,0.0046295652173913,0.0084347826086956,0.0,0.0,0.0,0.0
2014-06-04 01:00:00,0.6432640332640333,0.037089397089397,0.0,0.0,0.5300977130977131,0.0083492723492723,0.0,0.0,0.0,0.0
2014-06-04 02:00:00,0.242095652173913,0.0470139130434782,0.0,0.0,0.0325043478260869,0.0083269565217391,0.0,0.0,0.0,0.0
2014-06-04 03:00:00,0.5943425605536332,0.0462093425605536,0.0,0.0,0.4718875432525951,0.0082906574394463,0.0,0.0,0.0,0.0
2014-06-04 04:00:00,0.3889235993208828,0.0461918505942275,0.0,0.0,0.0,0.0083073005093378,0.0,0.0,0.1072444821731748,0.0
2014-06-04 05:00:00,0.4150292598967298,0.0414750430292598,0.0001927710843373,0.0,0.0,0.008314974182444,0.0,0.0,0.0,0.0
2014-06-04 06:00:00,0.4221010452961672,0.0584686411149825,0.0,0.0,0.0,0.0081515679442508,0.0,0.037184668989547,0.0529111498257839,0.0
2014-06-04 07:00:00,0.2763481228668942,0.0450682593856655,0.0,0.0,0.0,0.0080426621160409,0.0,0.0,0.0,0.0
2014-06-04 08:00:00,0.2427533557046979,0.063491610738255,0.0,0.0,0.0,0.007994966442953,0.0,0.0,0.0,0.0
2014-06-04 09:00:00,0.3231013513513514,0.1784172297297297,0.0,0.0,0.0,0.0080152027027027,0.0,0.0,0.0,0.0
2014-06-04 10:00:00,0.2461828859060402,0.071486577181208,0.0,0.0,0.0,0.0080268456375838,0.0,0.0,0.0,0.0
2014-06-04 11:00:00,0.2296535836177474,0.0477986348122866,0.0,0.0,0.0,0.0080733788395904,0.0,0.0,0.0,0.0
2014-06-04 12:00:00,0.2265489864864865,0.0445304054054054,0.0,0.0,0.0,0.0080608108108108,0.0,0.0,0.0,0.0
2014-06-04 13:00:00,0.2301986531986532,0.0427727272727272,0.0,0.0,0.0,0.0080993265993266,0.0,0.0,0.0,0.0
2014-06-04 14:00:00,0.2322941176470588,0.0466016806722689,0.0,0.0,0.0,0.00810756302521,0.0,0.0,0.0,0.002144537815126
2014-06-04 15:00:00,0.4538916666666666,0.0537933333333333,0.0,0.0,0.0,0.0081183333333333,0.0,0.0,0.0785266666666666,0.0308983333333333
2014-06-04 16:00:00,0.5463121869782972,0.0492604340567612,0.0,0.0,0.0,0.0081318864774624,0.0,0.2634357262103506,0.0,0.0
2014-06-04 17:00:00,0.5581308724832215,0.1029614093959731,0.0,0.0,0.0,0.0624412751677852,0.036981543624161,0.1078238255033557,0.0409714765100671,0.0
2014-06-04 18:00:00,0.53423,0.0562,0.0,0.0,0.0022816666666666,0.1178066666666666,0.0765016666666666,0.0,0.0,0.0
2014-06-04 19:00:00,0.4755310924369748,0.0411680672268907,0.0,0.0,0.0045142857142857,0.1134571428571428,0.0780521008403361,0.0,0.0,0.0
2014-06-04 20:00:00,0.493383701188455,0.0408658743633276,0.0,0.0,0.0044855687606112,0.1132818336162988,0.0778896434634974,0.0,0.0,0.0
2014-06-04 21:00:00,0.3690067567567567,0.0500793918918918,0.0,0.0,0.004554054054054,0.1133614864864864,0.0155101351351351,0.0,0.0,0.0
2014-06-04 22:00:00,0.328227027027027,0.051045045045045,0.0,0.0,0.0045855855855855,0.1143567567567567,0.0,0.0,0.0,0.0
2014-06-04 23:00:00,0.3182886597938144,0.0426082474226804,0.0,0.0,0.0046288659793814,0.1185343642611684,0.0004278350515463,0.0,0.0,0.0
2014-06-05 00:00:00,0.309254295532646,0.0404639175257732,0.0,0.0,0.0046374570446735,0.1131048109965635,0.0,0.0,0.0,0.0
2014-06-05 01:00:00,0.6477591623036649,0.0390471204188481,0.0,0.0,0.4409109947643979,0.1142600349040139,0.0,0.0,0.0,0.0
2014-06-05 02:00:00,0.3160469565217391,0.04044,0.0,0.0,0.031631304347826,0.113215652173913,0.0,0.0,7.304347826086957e-05,0.0
2014-06-05 03:00:00,0.7508480138169257,0.047873920552677,0.0,0.0,0.5227046632124352,0.1127996545768566,0.0,0.0,0.0,0.0
2014-06-05 04:00:00,0.4070173913043478,0.0483965217391304,0.0,0.0,0.0003773913043478,0.1121843478260869,0.0,0.0,0.0,0.0
2014-06-05 05:00:00,1.45330276816609,0.1609948096885813,0.0,0.0,0.0,0.1129429065743944,0.0,0.0,0.0861937716262975,0.0471643598615917
2014-06-05 06:00:00,0.5441530434782609,0.1055478260869565,0.0,0.0,0.0,0.1129530434782608,0.0,0.0453860869565217,0.0515304347826086,0.0
2014-06-05 07:00:00,0.336895652173913,0.0523217391304347,0.0,0.0,0.0,0.0878608695652173,0.0,0.0001947826086956,0.0,0.0
2014-06-05 08:00:00,0.2908364888123924,0.0487831325301204,0.0,0.0,0.0,0.0768433734939759,0.0,0.0,0.0,0.0
2014-06-05 09:00:00,0.2837731239092496,0.0441919720767888,0.0,0.0,0.0,0.0772565445026178,0.0,0.0,0.0,0.0
2014-06-05 10:00:00,0.2964208695652174,0.0426678260869565,0.0,0.0,0.0,0.0774121739130434,0.0,0.0,0.0,0.0
2014-06-05 11:00:00,0.2838247422680412,0.0392577319587628,0.0,0.0,0.0,0.0774175257731958,0.0,0.0,0.0,0.0
2014-06-05 12:00:00,0.282929203539823,0.0370106194690265,0.0,0.0,0.0,0.0775380530973451,0.0,0.0,0.0,0.0
2014-06-05 13:00:00,0.2899683333333333,0.0400716666666666,0.0,0.0034133333333333,0.0,0.076675,0.0,0.0,0.0,0.0
2014-06-05 14:00:00,0.3262633333333333,0.0396166666666666,0.0,0.0,0.0,0.0767166666666666,0.0055433333333333,0.0,0.0,0.0
2014-06-05 15:00:00,0.9192866666666666,0.0481183333333333,0.0,0.0,0.0,0.07709,0.0742583333333333,0.0,0.054225,0.0
2014-06-05 16:00:00,1.6904615384615385,0.0493444816053511,0.0,0.0,0.0,0.0771421404682274,0.0,0.0,0.0,0.0
2014-06-05 17:00:00,1.4700784982935151,0.0739470989761092,0.0,0.3309709897610921,0.0,0.1085136518771331,0.000419795221843,0.0,0.0752935153583617,0.0
2014-06-05 18:00:00,0.9205116666666666,0.0989883333333333,0.0,0.0489816666666666,0.00346,0.1247733333333333,0.0,0.0,0.077295,0.0
2014-06-05 19:00:00,1.2081366666666669,0.040715,0.3355616666666666,0.276785,0.0044816666666666,0.1237483333333333,0.0728616666666666,0.0,0.0,0.0
2014-06-05 20:00:00,1.251555,0.179505,0.6634249999999999,0.055695,0.004435,0.1243949999999999,0.01539,0.0,0.0,0.0
2014-06-05 21:00:00,0.4127394247038917,0.0877698815566835,0.003492385786802,0.003067681895093,0.00448730964467,0.1230592216582064,0.0,0.0,0.0,0.0
2014-06-05 22:00:00,0.3613439065108514,0.0445893155258764,0.0,0.0030550918196994,0.0045008347245409,0.1234373956594323,0.0004440734557595,0.0,0.0,0.0
2014-06-05 23:00:00,0.3554406779661017,0.048193220338983,0.0,0.0030966101694915,0.0045271186440677,0.1236728813559322,0.0,0.0,0.0,0.0
