time,main,freezer,washing_machine,dishwasher,mjy_computer,tv_satelite,microwave,kettle,toaster,pgm_computer
2014-06-04 00:00:00,0.2769405940594059,0.0269727722772277,0.0,0.0,0.0400049504950495,0.0153465346534653,0.001,0.0,0.0,0.0070123762376237
2014-06-04 01:00:00,0.254210242587601,0.0253288409703504,0.0,0.0,0.0069137466307277,0.0147412398921832,0.001,0.0,0.0,0.0070080862533692
2014-06-04 02:00:00,0.2500801104972375,0.030610497237569,0.0,0.0,0.0069475138121546,0.0142403314917127,0.001,0.0,0.0,0.0070055248618784
2014-06-04 03:00:00,0.2515977337110481,0.0268866855524079,0.0,0.0,0.0069886685552407,0.0142181303116147,0.001,0.0,0.0,0.0069943342776203
2014-06-04 04:00:00,0.2359441489361702,0.0256090425531914,0.0,0.0,0.0069574468085106,0.0159255319148936,0.001,0.0,0.0,0.0070053191489361
2014-06-04 05:00:00,0.2488854166666666,0.0248515625,0.0,0.0,0.0069010416666666,0.0149817708333333,0.001,0.0,0.0,0.0069921875
2014-06-04 06:00:00,0.5008302752293579,0.0267041284403669,0.0,0.0,0.0069449541284403,0.0140940366972477,0.001,0.0545229357798165,0.0,0.0069954128440366
2014-06-04 07:00:00,0.3409650872817955,0.0241097256857855,0.0,0.0,0.006935162094763,0.0146134663341645,0.001,0.0,0.0,0.007004987531172
2014-06-04 08:00:00,0.2623201970443349,0.0361822660098522,0.0,0.0,0.0373817733990147,0.0141256157635467,0.001,0.0,0.0,0.0070073891625615
2014-06-04 09:00:00,0.3794537246049661,0.0269435665914221,0.0,0.0,0.1710316027088036,0.0147381489841986,0.001,0.0,0.0,0.0070293453724604
2014-06-04 10:00:00,0.416191699604743,0.0222687747035573,0.0,0.0,0.1606442687747035,0.0144090909090909,0.001,0.0,0.0,0.0070395256916996
2014-06-04 11:00:00,0.505158215010142,0.0295699797160243,0.0,0.0,0.1831359026369168,0.0155679513184584,0.001,0.043839756592292,0.0,0.007024340770791
2014-06-04 12:00:00,0.41782995951417,0.0225506072874493,0.0,0.0,0.1887368421052631,0.0146963562753036,0.001,0.0,0.0,0.0070242914979757
2014-06-04 13:00:00,0.4156422924901186,0.0233181818181818,0.0,0.0,0.178096837944664,0.0148241106719367,0.001,0.0,0.0,0.0070533596837944
2014-06-04 14:00:00,0.5916194174757281,0.031209708737864,0.0,0.0,0.147126213592233,0.0317378640776699,0.001,0.0998893203883495,0.0,0.041009708737864
2014-06-04 15:00:00,0.6371064572425829,0.0232425828970331,0.0,0.0,0.1632338568935427,0.1269022687609075,0.0144816753926701,0.0,0.0,0.0245200698080279
