time,main,freezer,fridge-freezer,tumble_dryer,washing_machine,computer_site,television_site,microwave,kettle,television_site_bedroom
2014-06-04 00:00:00,0.1869513381995133,0.0770170316301703,0.020992700729927,0.2479026763990267,0.0,0.0039732360097323,0.0161021897810219,0.002323600973236,0.0,0.0008223844282238
2014-06-04 01:00:00,0.1866023255813953,0.0830255813953488,0.012913953488372,0.512,0.0,0.0039255813953488,0.016153488372093,0.002506976744186,0.0,0.0007860465116279
2014-06-04 02:00:00,0.1904183864915572,0.0786322701688555,0.0306378986866791,0.512,0.0,0.0039606003752345,0.0161444652908067,0.0025234521575984,0.0,0.0008011257035647
2014-06-04 03:00:00,0.1895968992248062,0.0782926356589147,0.0301395348837209,0.3631627906976744,0.0,0.0039612403100775,0.0161996124031007,0.0026550387596899,0.0,0.0008120155038759
2014-06-04 04:00:00,0.1821115459882583,0.0722915851272015,0.027812133072407,0.0,0.0,0.0039784735812133,0.0162348336594911,0.0025283757338551,0.0,0.0008160469667318
2014-06-04 05:00:00,0.1716316793893129,0.059148854961832,0.0292824427480916,0.0,0.0,0.0039770992366412,0.0163664122137404,0.0023778625954198,0.0,0.0007996183206106
2014-06-04 06:00:00,0.8097127071823204,0.0576408839779005,0.0332357274401473,0.0,0.0,0.015500920810313,0.0103351749539594,0.0020994475138121,0.1421731123388582,0.0005506445672191
2014-06-04 07:00:00,0.2864703703703703,0.0574648148148148,0.0279611111111111,0.0,0.0,0.0745203703703703,0.00945,0.0020925925925925,0.0657777777777777,0.0006203703703703
2014-06-04 08:00:00,0.2460610412926391,0.0568743267504488,0.0283303411131059,0.0,0.0,0.086883303411131,0.0109946140035906,0.0020269299820466,0.0,0.0005206463195691
2014-06-04 09:00:00,0.2543127272727272,0.0699363636363636,0.0257872727272727,0.0,0.0,0.0787836363636363,0.0157181818181818,0.0020454545454545,0.0,0.0004763636363636
2014-06-04 10:00:00,0.2395449735449735,0.0712698412698412,0.0199929453262786,0.0,0.0,0.0691181657848324,0.0148589065255731,0.0020088183421516,0.0,0.0004038800705467
2014-06-04 11:00:00,0.2448021201413427,0.0733180212014134,0.0187473498233215,0.0,0.0,0.0813586572438162,0.0144134275618374,0.0020159010600706,0.0,0.0004805653710247
2014-06-04 12:00:00,0.2418958707360861,0.0752423698384201,0.0203716337522441,0.0,0.0,0.0740628366247755,0.0148922800718132,0.002048473967684,0.0,0.0005278276481149
2014-06-04 13:00:00,0.5199498207885305,0.0770179211469534,0.0279103942652329,0.0,0.0,0.0725358422939068,0.015173835125448,0.0020448028673835,0.1527956989247311,0.0016487455197132
2014-06-04 14:00:00,0.3444605954465849,0.0731453590192644,0.0280490367775831,0.0,0.0,0.086800350262697,0.0171383537653239,0.0020402802101576,0.0,0.0005026269702276
2014-06-04 15:00:00,0.2298400673400673,0.0598905723905723,0.0275555555555555,0.0,0.0,0.0711245791245791,0.0204360269360269,0.002050505050505,0.0,0.0005488215488215
2014-06-04 16:00:00,0.2350150250417362,0.0592303839732888,0.028,0.0,0.0,0.0780901502504173,0.0203956594323873,0.0020701168614357,0.0,0.0005409015025041
2014-06-04 17:00:00,0.3893086876155268,0.059347504621072,0.0282550831792975,0.0,0.0,0.082713493530499,0.0204639556377079,0.0020295748613678,0.0,0.0005249537892791
2014-06-04 18:00:00,0.665797731568998,0.0585500945179584,0.0250680529300567,0.0,0.0,0.0566219281663516,0.0204669187145557,0.0021379962192816,0.1686654064272211,0.0006446124763705
2014-06-04 19:00:00,0.3381749539594844,0.0695377532228361,0.0370681399631675,0.0,0.0,0.0774788213627992,0.0426556169429097,0.0023204419889502,0.0560184162062615,0.0007311233885819
2014-06-04 20:00:00,0.371908256880734,0.0747871559633027,0.0390752293577981,0.0,2.2018348623853213e-05,0.0952110091743119,0.0161155963302752,0.0255211009174311,0.0442788990825688,0.0005541284403669
2014-06-04 21:00:00,0.2862464788732394,0.0716954225352112,0.0267306338028169,0.0,0.0,0.0305915492957746,0.0161109154929577,0.0021338028169014,0.0,0.0005721830985915
2014-06-04 22:00:00,0.1801588785046728,0.0696485981308411,0.0227420560747663,0.0,0.0,0.0039906542056074,0.0161663551401869,0.0023663551401869,0.0,0.0007607476635514
2014-06-04 23:00:00,0.170777972027972,0.0695716783216783,0.0221346153846153,0.0,0.0,0.0039982517482517,0.0162097902097902,0.0026818181818181,0.0,0.0008741258741258
2014-06-05 00:00:00,0.1673896551724138,0.0684655172413793,0.0189724137931034,0.0026482758620689,0.0,0.0039982758620689,0.0160413793103448,0.0027775862068965,0.0,0.0008896551724137
2014-06-05 01:00:00,0.1662638888888888,0.0670086805555555,0.0206857638888888,0.0,0.0,0.0039913194444444,0.01628125,0.0027673611111111,0.0,0.0008854166666666
2014-06-05 02:00:00,0.1651672413793103,0.0617224137931034,0.0288568965517241,0.0,0.0,0.004,0.0161741379310344,0.0026224137931034,0.0,0.0008448275862068
2014-06-05 03:00:00,0.1591195079086116,0.0560158172231985,0.0291423550087873,0.0,0.0,0.004,0.0161493848857645,0.0021845342706502,0.0,0.0007117750439367
2014-06-05 04:00:00,0.1602014134275618,0.0579929328621908,0.0278109540636042,0.0,0.0,0.004,0.0162349823321554,0.0021466431095406,0.0,0.0006713780918727
2014-06-05 05:00:00,0.2318057432432432,0.0578293918918918,0.0271993243243243,0.0,0.0,0.0039949324324324,0.0163243243243243,0.0022297297297297,0.0793530405405405,0.000643581081081
2014-06-05 06:00:00,0.3673658536585366,0.0559059233449477,0.0295627177700348,0.0,0.0,0.0595731707317073,0.0162770034843205,0.0021324041811846,0.1372717770034843,0.0006620209059233
2014-06-05 07:00:00,0.2372389937106918,0.0453794549266247,0.0295702306079664,0.0,0.0,0.0933249475890985,0.0152641509433962,0.0020272536687631,0.0,0.0004696016771488
2014-06-05 08:00:00,0.2515197934595525,0.0537314974182444,0.0259707401032702,0.0,0.0,0.1019001721170395,0.0162444061962134,0.0020086058519793,0.0,0.0003958691910499
2014-06-05 09:00:00,0.2218838821490468,0.0569306759098786,0.028109185441941,0.0,0.0,0.0707816291161178,0.0163414211438474,0.0020121317157712,0.0,0.0004298093587521
2014-06-05 10:00:00,0.2376455026455026,0.0595255731922398,0.0258712522045855,0.0,0.0,0.0811904761904761,0.0163033509700176,0.002021164021164,0.0,0.0004462081128747
2014-06-05 11:00:00,0.5832884283246977,0.0590604490500863,0.0257582037996545,0.0,0.0,0.085853195164076,0.0163436960276338,0.0020293609671848,0.1240051813471502,0.0005025906735751
2014-06-05 12:00:00,0.260500872600349,0.068130890052356,0.0266457242582897,0.0,0.0,0.0782565445026178,0.016305410122164,0.002089005235602,0.0159267015706806,0.0005951134380453
2014-06-05 13:00:00,0.258565143824027,0.069243654822335,0.0203739424703891,0.0,0.0,0.0953587140439932,0.0164365482233502,0.0021895093062605,0.0,0.000653130287648
2014-06-05 14:00:00,0.3106976351351351,0.0720760135135135,0.0251722972972972,0.0,0.0,0.0673226351351351,0.0164729729729729,0.0022668918918918,0.0879391891891891,0.0007229729729729
2014-06-05 15:00:00,1.6305927835051546,0.0737972508591065,0.0250756013745704,0.0,0.0,0.075541237113402,0.0163213058419244,0.002073883161512,0.0,0.000541237113402
2014-06-05 16:00:00,0.6041243243243243,0.0756792792792792,0.0325027027027027,0.0256288288288288,0.0,0.0615405405405405,0.016263063063063,0.0020396396396396,0.0,0.0004144144144144
2014-06-05 17:00:00,0.902280269058296,0.0801367713004484,0.0373856502242152,0.0043744394618834,0.3378834080717489,0.0555941704035874,0.0162937219730941,0.0020044843049327,0.1513991031390134,0.0003565022421524
2014-06-05 18:00:00,0.3713896103896104,0.0668225108225108,0.0308268398268398,0.0,0.0512294372294372,0.0832619047619047,0.0162748917748917,0.0299891774891774,0.0,0.0006103896103896
2014-06-05 19:00:00,0.2385055187637969,0.0595960264900662,0.0331346578366445,0.0,0.0,0.0810750551876379,0.0165342163355408,0.0024282560706401,0.0,0.0007704194260485
2014-06-05 20:00:00,2.402612,0.056242,0.034588,0.0,0.0,0.053988,0.01617,0.0021939999999999,0.10548,0.000634
2014-06-05 21:00:00,0.2847433264887063,0.0602997946611909,0.0315359342915811,0.0,0.0,0.0612135523613963,0.0161293634496919,0.002229979466119,0.0002669404517453,0.000700205338809
2014-06-05 22:00:00,0.1740617283950617,0.0584423868312757,0.0342222222222222,0.0,0.0,0.0039485596707818,0.0161872427983539,0.0023456790123456,0.0,0.000753086419753
2014-06-05 23:00:00,0.1836912751677852,0.0701342281879194,0.0350268456375838,0.0,0.0,0.0039686800894854,0.0161901565995525,0.0024116331096196,0.0,0.0007964205816554
2014-06-06 00:00:00,0.1779649890590809,0.0666608315098468,0.0330809628008752,0.0,0.0,0.0039540481400437,0.0162078774617067,0.0026477024070021,0.0,0.0008555798687089
2014-06-06 01:00:00,0.1735123966942149,0.0666053719008264,0.0284938016528925,0.0,0.0,0.0039772727272727,0.0162355371900826,0.0027272727272727,0.0,0.0008801652892561
2014-06-06 02:00:00,0.1701008064516129,0.0641270161290322,0.0307197580645161,0.0,0.0,0.0039596774193548,0.0162278225806451,0.0024072580645161,0.0,0.0007016129032258
2014-06-06 03:00:00,0.163414979757085,0.0616761133603238,0.0281396761133603,0.0,0.0,0.0039534412955465,0.016165991902834,0.0021153846153846,0.0,0.0006275303643724
2014-06-06 04:00:00,0.1595204081632653,0.0607265306122449,0.0215,0.0,0.0,0.0039632653061224,0.0164244897959183,0.0021632653061224,0.0,0.0006673469387755
2014-06-06 05:00:00,0.2610166666666667,0.0579958333333333,0.0245520833333333,0.0,0.0,0.0039583333333333,0.0164333333333333,0.00210625,0.10504375,0.0005729166666666
2014-06-06 06:00:00,0.3489697580645161,0.0594133064516129,0.0298629032258064,0.0,0.0,0.0039737903225806,0.0164173387096774,0.0021169354838709,0.1793568548387096,0.0006270161290322
2014-06-06 07:00:00,0.1702948960302457,0.0612797731568998,0.0210075614366729,0.0,0.0,0.0039905482041587,0.016461247637051,0.0020415879017013,0.0,0.000461247637051
2014-06-06 08:00:00,0.6257364620938628,0.0655848375451263,0.0260776173285198,0.0,0.3746371841155234,0.0109512635379061,0.0162635379061371,0.0020144404332129,0.0,0.0003664259927797
2014-06-06 09:00:00,0.2555347091932458,0.0691913696060037,0.0270656660412757,0.0,0.0086116322701688,0.0066360225140712,0.0160018761726078,0.0020037523452157,0.0,0.0003358348968105
2014-06-06 10:00:00,1.79922030651341,0.075727969348659,0.0241724137931034,0.0,0.2438908045977011,0.0082911877394636,0.0159233716475095,0.0020038314176245,0.0784521072796935,0.0003160919540229
2014-06-06 11:00:00,1.653223853211009,0.066897247706422,0.0426660550458715,0.0,0.0687724770642201,0.0086128440366972,0.0163119266055045,0.2585467889908256,0.1183981651376146,0.0003412844036697
2014-06-06 12:00:00,1.3461581818181818,0.0609836363636363,0.0387727272727272,0.0,0.0008545454545454,0.0054272727272727,0.016310909090909,0.4180890909090909,0.0,0.0009436363636363
2014-06-06 13:00:00,0.3119554030874785,0.0815283018867924,0.0297341337907375,0.0,0.0,0.0047890222984562,0.0163499142367066,0.0020943396226415,0.1372607204116638,0.001
2014-06-06 14:00:00,0.3540035026269702,0.1048756567425569,0.0290823117338003,0.0,0.0,0.004323992994746,0.0139176882661996,0.0020980735551663,0.1404868651488616,0.001
2014-06-06 15:00:00,0.4346576576576576,0.0816522522522522,0.0257729729729729,0.0,0.0,0.0043675675675675,0.0129207207207207,0.0021333333333333,0.0402036036036036,0.001
2014-06-06 16:00:00,0.193945155393053,0.0655137111517367,0.0404808043875685,0.0,0.0,0.0039963436928702,0.0148848263254113,0.0021864716636197,0.0,0.001
2014-06-06 17:00:00,0.3912100694444445,0.0889895833333333,0.0445555555555555,0.0,0.0,0.0039913194444444,0.024671875,0.0021944444444444,0.1769826388888888,0.0011527777777777
2014-06-06 18:00:00,0.2835078534031414,0.1134764397905759,0.026567190226876,0.0,0.0,0.0039947643979057,0.0583333333333333,0.0022024432809773,0.0,0.001001745200698
2014-06-06 19:00:00,0.7554880136986301,0.0613852739726027,0.0294828767123287,0.0,0.0,0.004,0.0569503424657534,0.002292808219178,0.0,0.0010068493150684
2014-06-06 20:00:00,1.0080635738831616,0.1013453608247422,0.0338195876288659,0.0,0.0,0.0039759450171821,0.0564862542955326,0.0021769759450171,0.1373453608247422,0.0010068728522336
2014-06-06 21:00:00,0.3639914965986394,0.1039166666666666,0.0476870748299319,0.0,0.0,0.0071479591836734,0.0255714285714285,0.0023367346938775,0.0066054421768707,0.0012023809523809
2014-06-06 22:00:00,0.2133097514340344,0.0629407265774378,0.0310305927342256,0.0,0.0,0.0076883365200764,0.0161319311663479,0.002585086042065,0.0,0.0010172084130019
2014-06-06 23:00:00,0.1694247619047619,0.0634647619047619,0.0269504761904761,0.0,0.0,0.0039790476190476,0.0141333333333333,0.00272,0.0,0.0010247619047619
2014-06-07 00:00:00,0.1968373983739837,0.0808617886178861,0.0272662601626016,0.0,0.0,0.0039695121951219,0.011540650406504,0.0021971544715447,0.0,0.001010162601626
2014-06-07 01:00:00,0.2033186372745491,0.0852264529058116,0.0296192384769539,0.0,0.0,0.0039358717434869,0.0116833667334669,0.0020561122244488,0.0,0.001004008016032
2014-06-07 02:00:00,0.193070707070707,0.0846949494949495,0.0314888888888888,0.0,0.0,0.0039535353535353,0.011670707070707,0.0021373737373737,0.0,0.0010080808080808
2014-06-07 03:00:00,0.1930205607476635,0.0821588785046729,0.0292859813084112,0.0,0.0,0.0039588785046728,0.0113401869158878,0.0022523364485981,0.0,0.0011588785046728
2014-06-07 04:00:00,0.1757782101167315,0.0660408560311284,0.0287140077821011,0.0,0.0,0.0039474708171206,0.0108696498054474,0.0022392996108949,0.0,0.0010097276264591
2014-06-07 05:00:00,0.3122956685499058,0.0601337099811676,0.028653483992467,0.0,0.0,0.0054482109227871,0.011442561205273,0.0021092278719397,0.14354802259887,0.001
2014-06-07 06:00:00,0.338809980806142,0.0612322456813819,0.0338982725527831,0.0,0.0,0.0039520153550863,0.0116065259117082,0.0020441458733205,0.1123781190019194,0.001
2014-06-07 07:00:00,0.3635775700934579,0.0636803738317757,0.0417700934579439,0.0,0.0,0.0513514018691588,0.0120411214953271,0.0020672897196261,0.0834691588785046,0.0011457943925233
2014-06-07 08:00:00,1.4381561904761904,0.0667542857142857,0.0284133333333333,0.0,0.0,0.0039580952380952,0.0134133333333333,0.0021504761904761,0.0,0.0010057142857142
