time,predicted,true
2015-03-08 00:00:00,0.4953426122665405,0.7122560739517212
2015-03-08 01:00:00,0.5683772563934326,0.707726776599884
2015-03-08 02:00:00,0.5532898306846619,0.7082907557487488
2015-03-08 03:00:00,0.49275365471839905,0.7510521411895752
2015-03-08 04:00:00,0.4610290229320526,0.7043944001197815
2015-03-08 05:00:00,0.4697893261909485,0.7217299938201904
2015-03-08 06:00:00,0.4628267288208008,0.7237951755523682
2015-03-08 07:00:00,0.45439058542251587,0.8195279836654663
2015-03-08 08:00:00,0.5454327464103699,0.5972841382026672
2015-03-08 09:00:00,0.6368182301521301,1.0372178554534912
2015-03-08 10:00:00,0.6274106502532959,0.7671468257904053
2015-03-08 11:00:00,0.6862664222717285,1.59810471534729
2015-03-08 12:00:00,0.6072301864624023,1.902148723602295
2015-03-08 13:00:00,0.5329796671867371,2.552781820297241
2015-03-08 14:00:00,0.49309250712394714,1.7332313060760498
2015-03-08 15:00:00,0.5332543849945068,2.8503799438476562
2015-03-08 16:00:00,0.6188272833824158,1.2693744897842407
2015-03-08 17:00:00,0.7379451990127563,1.5498696565628052
2015-03-08 18:00:00,0.8048111796379089,0.8032327890396118
2015-03-08 19:00:00,0.808594286441803,1.813466191291809
2015-03-08 20:00:00,0.7405170798301697,2.378828525543213
2015-03-08 21:00:00,0.6733932495117188,2.2335150241851807
2015-03-08 22:00:00,0.5880853533744812,1.0395647287368774
2015-03-08 23:00:00,0.5391364693641663,0.9075345993041992
2015-03-09 00:00:00,0.698684811592102,0.7408974170684814
2015-03-09 01:00:00,0.775067150592804,0.7846858501434326
2015-03-09 02:00:00,0.7027376890182495,1.2002886533737183
2015-03-09 03:00:00,0.6441822052001953,1.7026095390319824
2015-03-09 04:00:00,0.5913849472999573,0.8092929124832153
2015-03-09 05:00:00,0.59819495677948,0.7589758634567261
2015-03-09 06:00:00,0.5979395508766174,0.8614185452461243
2015-03-09 07:00:00,0.6052621006965637,0.8626424670219421
2015-03-09 08:00:00,0.7425197958946228,0.6927434206008911
2015-03-09 09:00:00,0.7938947081565857,0.5824953317642212
2015-03-09 10:00:00,0.7977117896080017,0.5454785823822021
2015-03-09 11:00:00,0.8075154423713684,0.5791298747062683
