time,predicted,true
2015-03-11 00:00:00,0.4725559949874878,0.24561595916748047
2015-03-11 01:00:00,0.38591426610946655,0.42849162220954895
2015-03-11 02:00:00,0.38402754068374634,0.44158101081848145
2015-03-11 03:00:00,0.41550230979919434,0.2243165671825409
2015-03-11 04:00:00,0.5229617953300476,0.2292185127735138
2015-03-11 05:00:00,0.5929975509643555,0.3988063335418701
2015-03-11 06:00:00,0.6152514815330505,0.47769686579704285
2015-03-11 07:00:00,0.6145381927490234,0.7197007536888123
2015-03-11 08:00:00,0.5254333019256592,0.3719313442707062
2015-03-11 09:00:00,0.46303874254226685,0.343404084444046
2015-03-11 10:00:00,0.4334745407104492,0.38828015327453613
2015-03-11 11:00:00,0.4196769595146179,0.296792209148407
2015-03-11 12:00:00,0.39768144488334656,0.2943587303161621
2015-03-11 13:00:00,0.4729958176612854,0.2496837079524994
2015-03-11 14:00:00,0.5614979863166809,0.6288251280784607
2015-03-11 15:00:00,0.7200300097465515,0.42774856090545654
2015-03-11 16:00:00,0.9069057106971741,0.6875159740447998
2015-03-11 17:00:00,0.9585211873054504,1.7630205154418945
2015-03-11 18:00:00,1.0037041902542114,1.5295615196228027
2015-03-11 19:00:00,0.9563531279563904,0.8849381804466248
2015-03-11 20:00:00,0.7919589877128601,0.6111604571342468
2015-03-11 21:00:00,0.6953253746032715,0.8831753730773926
2015-03-11 22:00:00,0.629608690738678,0.6750743389129639
2015-03-11 23:00:00,0.5254777073860168,0.37302419543266296
2015-03-12 00:00:00,0.44682466983795166,0.584065318107605
2015-03-12 01:00:00,0.36516284942626953,0.27376723289489746
2015-03-12 02:00:00,0.29672178626060486,0.2977713644504547
2015-03-12 03:00:00,0.3435850143432617,0.49517977237701416
2015-03-12 04:00:00,0.37236395478248596,0.2750278413295746
2015-03-12 05:00:00,0.4383412003517151,0.4845176935195923
2015-03-12 06:00:00,0.45723479986190796,0.5252560377120972
2015-03-12 07:00:00,0.42867469787597656,0.7140129804611206
2015-03-12 08:00:00,0.4311583638191223,0.35247212648391724
2015-03-12 09:00:00,0.36154860258102417,0.30312082171440125
2015-03-12 10:00:00,0.3521217703819275,0.3394869863986969
2015-03-12 11:00:00,0.3094920516014099,0.3844648003578186
2015-03-12 12:00:00,0.34865328669548035,0.32623639702796936
2015-03-12 13:00:00,0.38220828771591187,0.30203860998153687
2015-03-12 14:00:00,0.5255319476127625,0.30822956562042236
2015-03-12 15:00:00,0.5896739959716797,0.3358590304851532
2015-03-12 16:00:00,0.7394475340843201,0.4346100687980652
2015-03-12 17:00:00,0.7885109782218933,0.7479535341262817
2015-03-12 18:00:00,0.8387793302536011,1.2709194421768188
2015-03-12 19:00:00,0.8093152046203613,0.4698052406311035
2015-03-12 20:00:00,0.7451893091201782,0.5848853588104248
2015-03-12 21:00:00,0.6190316677093506,1.8508096933364868
2015-03-12 22:00:00,0.5830844640731812,1.5182253122329712
2015-03-12 23:00:00,0.5051504373550415,0.9011906385421753
2015-03-13 00:00:00,0.4108216166496277,0.3586660325527191
2015-03-13 01:00:00,0.3040781617164612,0.38301295042037964
2015-03-13 02:00:00,0.29536229372024536,0.346142053604126
2015-03-13 03:00:00,0.34323596954345703,0.33432215452194214
2015-03-13 04:00:00,0.4464075565338135,0.3252628743648529
2015-03-13 05:00:00,0.5315675735473633,0.5045862793922424
2015-03-13 06:00:00,0.5621415972709656,0.5115506649017334
2015-03-13 07:00:00,0.5218710899353027,0.6587728261947632
2015-03-13 08:00:00,0.4604133367538452,0.29464682936668396
2015-03-13 09:00:00,0.39428824186325073,0.38277366757392883
2015-03-13 10:00:00,0.38303062319755554,0.419363796710968
2015-03-13 11:00:00,0.3582806885242462,1.0257490873336792
2015-03-13 12:00:00,0.34734290838241577,0.45027872920036316
2015-03-13 13:00:00,0.399810791015625,0.5202651619911194
2015-03-13 14:00:00,0.528386116027832,1.0327640771865845
2015-03-13 15:00:00,0.6592132449150085,0.3422509431838989
2015-03-13 16:00:00,0.8289528489112854,0.3976486027240753
2015-03-13 17:00:00,0.8954905867576599,2.917003631591797
2015-03-13 18:00:00,0.9387905597686768,1.4375355243682861
2015-03-13 19:00:00,0.8872774839401245,1.0562728643417358
2015-03-13 20:00:00,0.7485783100128174,0.5488280653953552
2015-03-13 21:00:00,0.5945537686347961,0.8097746968269348
2015-03-13 22:00:00,0.537956714630127,0.5389758944511414
2015-03-13 23:00:00,0.45864325761795044,0.47277694940567017
2015-03-14 00:00:00,0.46246129274368286,0.4947208762168884
2015-03-14 01:00:00,0.43372780084609985,0.2322259247303009
2015-03-14 02:00:00,0.34354984760284424,0.2239721119403839
2015-03-14 03:00:00,0.3423534631729126,0.2933463752269745
2015-03-14 04:00:00,0.3376358449459076,0.2281654328107834
2015-03-14 05:00:00,0.3801000118255615,0.24236616492271423
2015-03-14 06:00:00,0.4216345548629761,0.3050297498703003
2015-03-14 07:00:00,0.48673635721206665,0.42128437757492065
2015-03-14 08:00:00,0.5772565603256226,1.121395468711853
2015-03-14 09:00:00,0.5635910630226135,1.1361777782440186
2015-03-14 10:00:00,0.5696683526039124,0.8073506355285645
2015-03-14 11:00:00,0.5476203560829163,0.3851433992385864
2015-03-14 12:00:00,0.5951449871063232,0.4131762385368347
