time,main,fridge,freezer,fridge-freezer,washing_machine_1,washing_machine_2,desktop_computer,television_site,microwave,kettle
2014-06-04 00:00:00,0.4419614395886889,6.426735218508997e-05,0.1223136246786632,0.0335964010282776,0.0,0.0,0.0090282776349614,0.0198406169665809,0.002,0.0
2014-06-04 01:00:00,0.2721953125,0.0149817708333333,0.0187864583333333,0.0319869791666666,0.0,0.0,0.0090338541666666,0.0,0.0020052083333333,0.0
2014-06-04 02:00:00,0.4266927536231884,0.0151652173913043,0.1128985507246376,0.0340376811594202,0.0,0.0007420289855072,0.0090492753623188,0.0,0.002,0.0
2014-06-04 03:00:00,0.2801284916201117,0.0,0.0294050279329608,0.0438575418994413,0.0,0.0,0.009022346368715,0.0,0.0020055865921787,0.0
2014-06-04 04:00:00,0.4125064935064935,0.0184,0.0954337662337662,0.0304285714285714,0.0,0.0,0.009038961038961,0.0,0.002,0.0
2014-06-04 05:00:00,0.3033548387096774,0.0090725806451612,0.0456048387096774,0.0350510752688172,0.0,0.0004731182795698,0.009021505376344,0.0,0.002,0.0
2014-06-04 06:00:00,0.4643995327102804,0.0058551401869158,0.0753411214953271,0.0525350467289719,0.0,0.0,0.0090303738317757,0.0048598130841121,0.002,0.0681775700934579
2014-06-04 07:00:00,0.4578541666666667,0.014078125,0.0638489583333333,0.0400546875,0.0,0.0,0.0090442708333333,0.0853385416666666,0.002,0.0
2014-06-04 08:00:00,0.6352279069767441,0.0001116279069767,0.0566093023255813,0.0355906976744186,0.0,0.0,0.0090255813953488,0.0562558139534883,0.0373767441860465,0.0
2014-06-04 09:00:00,0.4244976744186047,0.0157372093023255,0.074853488372093,0.031,0.0,0.0,0.009013953488372,0.0,0.002,0.0
2014-06-04 10:00:00,0.267084388185654,0.014548523206751,0.0364345991561181,0.0388080168776371,0.0,0.0,0.0089915611814346,0.0,0.002,0.0
2014-06-04 11:00:00,0.461468085106383,0.0012297872340425,0.0874787234042553,0.0311510638297872,0.0,0.0,0.0090212765957446,0.0268127659574468,0.002,0.1043106382978723
2014-06-04 12:00:00,0.2403975903614457,0.0142349397590361,0.0316184738955823,0.0340602409638554,0.0,0.0,0.0090020080321285,0.0638273092369478,0.002,0.0
2014-06-04 13:00:00,0.4745445134575569,0.0094140786749482,0.0978219461697722,0.0339337474120082,0.0,0.0,0.0090600414078674,0.014111801242236,0.0358757763975155,0.0
2014-06-04 14:00:00,0.3668977272727272,0.0121060606060606,0.0206950757575757,0.0361761363636363,0.0,0.0,0.0090340909090909,0.0500700757575757,0.002,0.0788409090909091
2014-06-04 15:00:00,0.4635494699646643,0.014708480565371,0.1113568904593639,0.0321802120141342,0.0,0.0,0.0090070671378091,0.0804399293286219,0.002,0.0
2014-06-04 16:00:00,0.2439046793760831,0.000107452339688,0.0104540727902946,0.0345459272097053,0.0,0.0,0.0090190641247833,0.0789722703639514,0.002,0.0
2014-06-04 17:00:00,0.4465696517412935,0.0160671641791044,0.1130845771144278,0.0273109452736318,0.0,0.0,0.0090422885572139,0.0807487562189054,0.0736815920398009,0.0
2014-06-04 18:00:00,0.2094079601990049,0.0146069651741293,0.0,0.0323457711442786,0.0,0.0,0.0090273631840796,0.0786119402985074,0.002,0.0
2014-06-04 19:00:00,0.3585590551181102,0.0,0.1213070866141732,0.0349711286089238,0.0,0.0,0.009023622047244,0.0731233595800524,0.002,0.0
2014-06-04 20:00:00,0.2582171837708831,0.0172673031026253,0.0084940334128878,0.0347350835322195,0.0,0.0,0.0090262529832935,0.0619880668257756,0.002,0.0
2014-06-04 21:00:00,0.4091225071225071,0.0165014245014245,0.1075270655270655,0.0364472934472934,0.0,0.0,0.009022792022792,0.0686951566951567,0.002,0.0
2014-06-04 22:00:00,0.2635094850948509,0.0,0.0299728997289972,0.0335230352303523,0.0,0.0,0.0090460704607046,0.0676937669376693,0.002,0.0
2014-06-04 23:00:00,0.3417620689655172,0.0154379310344827,0.0989672413793103,0.0314724137931034,0.0,0.0,0.0090224137931034,0.046551724137931,0.002001724137931,0.0
2014-06-05 00:00:00,0.1997903780068728,0.007201030927835,0.0511872852233677,0.0352731958762886,0.0,0.0,0.0090498281786941,0.0028676975945017,0.0020017182130584,0.0
