time,refrigerator,main
2013-03-09 15:00:00,0.03702140077821012,1.356863813229572
2013-03-09 16:00:00,0.028454867256637168,0.8143115044247787
2013-03-09 17:00:00,0.0486617915904936,0.6058592321755027
2013-03-09 18:00:00,0.02014095238095238,0.7983619047619047
2013-03-09 19:00:00,0.0823078231292517,0.6709319727891156
2013-03-09 20:00:00,0.059616040955631396,0.7645409556313993
2013-03-09 21:00:00,0.05197175141242938,1.4637909604519772
2013-03-09 22:00:00,0.032267985611510785,0.7995125899280575
2013-03-09 23:00:00,0.049833333333333334,0.6215833333333334
2013-03-10 00:00:00,0.040863945578231295,0.3983979591836735
2013-03-10 01:00:00,0.030670068027210885,0.17252380952380952
2013-03-10 02:00:00,0.051248299319727894,0.20239625850340134
2013-03-10 03:00:00,0.02463373083475298,0.18432879045996592
2013-03-10 04:00:00,0.030148211243611583,0.17857240204429303
2013-03-10 05:00:00,0.037190800681431005,0.22756899488926746
2013-03-10 06:00:00,0.020809199318568998,0.24409369676320272
2013-03-10 07:00:00,0.02078974358974359,0.3077418803418803
2013-03-10 08:00:00,0.037890971039182285,0.2993560477001703
2013-03-10 09:00:00,0.018255536626916525,0.2665502555366269
2013-03-10 10:00:00,0.021201022146507664,0.2214923339011925
2013-03-10 11:00:00,0.030367972742759798,0.34999488926746164
2013-03-10 12:00:00,0.023663822525597268,0.3218071672354949
2013-03-10 13:00:00,0.04175938566552901,0.6042116040955632
2013-03-10 14:00:00,0.02339583333333333,0.6940538194444444
2013-03-10 15:00:00,0.020825641025641026,0.6520102564102563
2013-03-10 16:00:00,0.034820379965457685,0.7303540587219344
2013-03-10 17:00:00,0.013988990825688073,0.7704770642201835
2013-03-10 18:00:00,0.02888671875,1.12519921875
2013-03-10 19:00:00,0.021622413793103448,0.7193896551724138
2013-03-10 20:00:00,0.018996581196581198,0.7058786324786325
2013-03-10 21:00:00,0.03359780621572212,0.8544277879341864
2013-03-10 22:00:00,0.02303125,0.689546875
2013-03-10 23:00:00,0.0202320819112628,0.2722064846416382
2013-03-11 00:00:00,0.019928327645051196,0.19430204778156998
2013-03-11 01:00:00,0.033220136518771336,0.23844539249146757
2013-03-11 02:00:00,0.02388586030664395,0.36677512776831345
2013-03-11 03:00:00,0.01857508532423208,0.34058532423208193
2013-03-11 04:00:00,0.01855631399317406,0.24550511945392492
2013-03-11 05:00:00,0.019247863247863248,0.18751111111111113
2013-03-11 06:00:00,0.037957522123893805,0.526341592920354
2013-03-11 07:00:00,0.027181347150259067,0.4561658031088083
2013-03-11 08:00:00,0.018099009900990098,0.6564237623762377
2013-03-11 09:00:00,0.018038775510204084,0.8090795918367347
2013-03-11 10:00:00,0.02120572450805009,0.49742576028622537
2013-03-11 11:00:00,0.029696245733788394,0.3839419795221843
2013-03-11 12:00:00,0.03077264653641208,0.42082948490230904
2013-03-11 13:00:00,0.021889078498293513,0.3807815699658703
2013-03-11 14:00:00,0.019511111111111114,0.4213094017094017
2013-03-11 15:00:00,0.02203924914675768,0.28411433447098977
2013-03-11 16:00:00,0.03424210526315789,0.5223175438596491
2013-03-11 17:00:00,0.01837213740458015,1.5535916030534351
2013-03-11 18:00:00,0.02049448529411765,1.4751654411764705
2013-03-11 19:00:00,0.041734024179620036,0.9215578583765113
2013-03-11 20:00:00,0.028822525597269624,0.9299300341296928
2013-03-11 21:00:00,0.043940966010733454,1.4208264758497315
2013-03-11 22:00:00,0.02267543859649123,1.243722807017544
2013-03-11 23:00:00,0.022116040955631397,0.44915017064846413
2013-03-12 00:00:00,0.03815017064846416,0.3799829351535836
2013-03-12 01:00:00,0.020172354948805458,0.32108191126279867
2013-03-12 02:00:00,0.019263247863247863,0.30537948717948715
2013-03-12 03:00:00,0.018428327645051194,0.17029692832764504
2013-03-12 04:00:00,0.017890598290598293,0.15473846153846155
2013-03-12 05:00:00,0.027798290598290597,0.20516752136752137
2013-03-12 06:00:00,0.02762369337979094,0.41008885017421604
2013-03-12 07:00:00,0.018015384615384614,0.3323572649572649
2013-03-12 08:00:00,0.019073504273504273,0.38565811965811964
2013-03-12 09:00:00,0.01669326241134752,0.6716081560283688
2013-03-12 10:00:00,0.018411247803163444,0.8898734622144112
2013-03-12 11:00:00,0.03024645390070922,0.5857765957446809
2013-03-12 12:00:00,0.038157389635316695,2.8522859884836853
2013-03-12 13:00:00,0.03405470085470085,0.4412358974358974
2013-03-12 14:00:00,0.025364102564102563,0.3601675213675214
2013-03-12 15:00:00,0.02594188034188034,0.3517880341880342
2013-03-12 16:00:00,0.02688888888888889,0.4235111111111111
2013-03-12 17:00:00,0.043294520547945206,0.708943493150685
2013-03-12 18:00:00,0.02999146757679181,0.7484658703071673
2013-03-12 19:00:00,0.020962365591397848,0.9450430107526882
2013-03-12 20:00:00,0.021737024221453287,0.7865086505190311
2013-03-12 21:00:00,0.021537261698440207,0.8596603119584056
2013-03-12 22:00:00,0.029945392491467576,0.7023498293515359
