time,main,fridge-freezer,appliance2,appliance3,computer_site,microwave,kettle
2014-06-04 00:00:00,0.15294,0.0517349999999999,0.0047716666666666,0.001,0.0,6.666666666666668e-06,0.0
2014-06-04 01:00:00,0.14326,0.0,0.0051216666666666,0.001,0.0,0.0,0.0
2014-06-04 02:00:00,0.1566416666666666,0.0496533333333333,0.0092916666666666,0.001,0.0,0.0,0.0
2014-06-04 03:00:00,0.14676,0.0167666666666666,0.0047983333333333,0.001,0.0,0.0,0.0
2014-06-04 04:00:00,0.1455566666666666,0.03292,0.004755,0.001,0.0,0.0,0.0
2014-06-04 05:00:00,0.3422433333333333,0.0343583333333333,0.0330683333333333,0.001,0.152625,0.0,0.0
2014-06-04 06:00:00,0.4352136894824708,0.014338898163606,0.004939899833055,0.001,0.0,0.0,0.0
2014-06-04 07:00:00,0.4844816666666667,0.0527466666666666,0.0047366666666666,0.001,0.1010283333333333,0.0,0.0
2014-06-04 08:00:00,0.137585,0.0,0.0047966666666666,0.001,0.0,0.0,0.0
2014-06-04 09:00:00,0.1471483333333333,0.04638,0.0048049999999999,0.0010016666666666,0.0,0.0,0.0
2014-06-04 10:00:00,0.142745,0.0222816666666666,0.0048166666666666,0.001,0.0,0.0,0.0
2014-06-04 11:00:00,0.5836766666666666,0.0243383333333333,0.0048183333333333,0.001,0.12223,0.0,0.0
2014-06-04 12:00:00,0.219150084317032,0.0438212478920742,0.018787521079258,0.0565632377740303,0.0,0.0,0.0
2014-06-04 13:00:00,0.2560806722689075,0.0102974789915966,0.1565663865546218,0.001,0.0,0.0,0.0
2014-06-04 14:00:00,0.4262866666666667,0.0375933333333333,0.1394166666666666,0.001,0.0,0.0,0.0
2014-06-04 15:00:00,0.282,0.04969,0.0477816666666666,0.001,0.090415,0.0,0.0
2014-06-04 16:00:00,0.1745416666666666,0.0425933333333333,0.0365616666666666,0.001,0.0,0.0,0.0
2014-06-04 17:00:00,0.3697354409317804,0.0331247920133111,0.1100183028286189,0.001,0.1338851913477537,0.0,0.0
2014-06-04 18:00:00,0.28824,0.0112383333333333,0.1893616666666666,0.001,0.0,0.0,0.0
2014-06-04 19:00:00,0.2552649999999999,0.04295,0.1137933333333333,0.001,0.0,0.0,0.0
2014-06-04 20:00:00,0.3045738255033557,0.030239932885906,0.063726510067114,0.001,0.0,0.0,0.0
2014-06-04 21:00:00,0.3081277310924369,0.0124134453781512,0.1835512605042016,0.001,0.0,0.0,0.0
2014-06-04 22:00:00,0.2784433333333333,0.042755,0.141785,0.0010016666666666,0.0,0.0,0.0
2014-06-04 23:00:00,0.1542306368330464,0.0030843373493975,0.0226471600688468,0.001,0.0,0.0,0.0
2014-06-05 00:00:00,0.1622906574394463,0.0428321799307958,0.0227179930795847,0.001,0.0,0.0,0.0
2014-06-05 01:00:00,0.1448531468531468,0.0185944055944055,0.0059300699300699,0.0010017482517482,0.0,0.0,0.0
2014-06-05 02:00:00,0.148761658031088,0.0269067357512953,0.009321243523316,0.001,0.0,0.0,0.0
2014-06-05 03:00:00,0.1473823008849557,0.0401964601769911,0.0048371681415929,0.001,0.0,0.0,0.0
2014-06-05 04:00:00,0.2730940170940171,0.0573709401709401,0.0455230769230769,0.001,0.1327230769230769,0.0,0.0
2014-06-05 05:00:00,0.3234199655765921,0.0421927710843373,0.0919741824440619,0.001,0.0541669535283993,0.0,0.0
2014-06-05 06:00:00,0.5111349480968858,0.0253615916955017,0.0050640138408304,0.001,0.1135588235294117,0.0,0.0
2014-06-05 07:00:00,0.744708041958042,0.0164510489510489,0.0048444055944055,0.001,0.0,0.0,0.0
2014-06-05 08:00:00,0.5523410714285715,0.04485,0.0048142857142857,0.0010035714285714,0.0,0.0,0.0
2014-06-05 09:00:00,0.2033487544483986,0.0,0.0048345195729537,0.001,0.0,0.0,0.0
2014-06-05 10:00:00,0.1473232142857142,0.0444160714285714,0.0047857142857142,0.001,0.0,0.0,0.0
2014-06-05 11:00:00,0.4895580985915493,0.0082799295774647,0.0871619718309859,0.0525052816901408,0.1418345070422535,0.0791760563380281,0.0
2014-06-05 12:00:00,0.2463181019332161,0.0385606326889279,0.1198611599297012,0.001,0.0,0.0,0.0
2014-06-05 13:00:00,0.2079812286689419,0.0322645051194539,0.0050238907849829,0.0612508532423208,0.0,0.0,0.0
2014-06-05 14:00:00,0.1471963394342762,0.0168236272878535,0.0047703826955074,0.001,0.0,0.0,0.0
2014-06-05 15:00:00,0.2787512520868113,0.0485375626043405,0.0047762938230383,0.0010367278797996,0.1274190317195325,0.0,0.0
2014-06-05 16:00:00,0.2386143572621035,3.3388981636060096e-05,0.004779632721202,0.0011068447412353,0.0987362270450751,0.0,0.0
2014-06-05 17:00:00,0.22899,0.0474933333333333,0.0047216666666666,0.001,0.0333866666666666,0.0,0.0
2014-06-05 18:00:00,0.3402747068676717,0.0263919597989949,0.0047537688442211,0.001,0.1050536013400335,0.0,0.0
2014-06-05 19:00:00,0.7070042553191489,0.0348595744680851,0.0972,0.0954468085106382,0.0,0.0,0.0
2014-06-05 20:00:00,0.6352979515828677,0.0427355679702048,0.113534450651769,0.001,0.0,0.0,0.0
2014-06-05 21:00:00,0.2837627118644067,0.0031393596986817,0.1741600753295668,0.0010018832391713,0.0,0.0,0.0
2014-06-05 22:00:00,0.1624474123539232,0.0437662771285475,0.0196210350584307,0.001,0.0,0.0,0.0
2014-06-05 23:00:00,0.1603055091819699,0.0352687813021702,0.0221051752921535,0.001,0.0,0.0,0.0
2014-06-06 00:00:00,0.148128762541806,0.0118846153846153,0.0123745819397993,0.001,0.0,0.0,0.0
2014-06-06 01:00:00,0.1495100671140939,0.0445184563758389,0.0051493288590604,0.001,0.0,0.0,0.0
2014-06-06 02:00:00,0.1423535353535353,0.0,0.0093821548821548,0.0010016835016835,0.0,0.0,0.0
2014-06-06 03:00:00,0.14572,0.0431833333333333,0.00483,0.001,0.0,0.0,0.0
2014-06-06 04:00:00,0.3031966666666666,0.0001,0.0333366666666666,0.001,0.1571616666666666,0.0,0.0
2014-06-06 05:00:00,0.2550506756756757,0.0412719594594594,0.0807483108108108,0.001,0.0,0.0,0.0
2014-06-06 06:00:00,1.3820100502512562,0.0324556113902847,0.0049932998324958,0.001,0.0840083752093802,0.0171021775544388,0.0
2014-06-06 07:00:00,1.4867,0.0222683333333333,0.0048,0.001,0.0,0.0367183333333333,0.0
2014-06-06 08:00:00,0.622641414141414,0.0434814814814814,0.0048350168350168,0.0010016835016835,0.0,0.0,0.0
2014-06-06 09:00:00,0.1411049999999999,0.0,0.004825,0.0010016666666666,0.0,0.0,0.0
2014-06-06 10:00:00,0.1494047217537942,0.0445311973018549,0.0048381112984822,0.0010016863406408,0.0,0.0,0.0
2014-06-06 11:00:00,0.3733125,0.0330658783783783,0.0858412162162162,0.0010050675675675,0.1569239864864864,0.0,0.0
2014-06-06 12:00:00,0.1719090909090909,0.0211498316498316,0.0448417508417508,0.001,0.0,0.0,0.0
2014-06-06 13:00:00,0.1790262237762238,0.0437482517482517,0.0448741258741258,0.001,0.0,0.0,0.0
2014-06-06 14:00:00,0.3523675675675675,0.0315819819819819,0.0448882882882882,0.001,0.0,0.0,0.0
2014-06-06 15:00:00,0.3461691176470588,0.0237481617647058,0.0345827205882353,0.001,0.0953566176470588,0.0,0.0
2014-06-06 16:00:00,0.2222212389380531,0.0415699115044247,0.0765787610619469,0.0061256637168141,0.0,0.0,0.0
2014-06-06 17:00:00,0.154713028169014,0.0449084507042253,0.0049172535211267,0.0010017605633802,0.0,0.0,0.0063855633802816
2014-06-06 18:00:00,0.1395053380782918,0.0034128113879003,0.0047526690391459,0.001,0.0,0.0,0.0006370106761565
2014-06-06 19:00:00,0.1468910714285714,0.0401642857142857,0.0047553571428571,0.001,0.0,0.0,0.0
2014-06-06 20:00:00,0.1473007117437722,0.0444234875444839,0.0047864768683274,0.001,0.0,0.0,0.0
2014-06-06 21:00:00,0.1867060869565217,0.0,0.0580069565217391,0.001,0.0,0.0,0.0
2014-06-06 22:00:00,0.1949965753424657,0.0435445205479452,0.0386763698630137,0.001,0.0175342465753424,0.0,0.0
2014-06-06 23:00:00,0.1469949152542373,0.0324864406779661,0.0047627118644067,0.001,0.0001627118644067,0.0,0.0
2014-06-07 00:00:00,0.1410788590604026,0.0117634228187919,0.0047902684563758,0.001,0.0,0.0,0.0
2014-06-07 01:00:00,0.1468232323232323,0.0436885521885521,0.0050993265993265,0.001,0.0,0.0,0.0
2014-06-07 02:00:00,0.1440639032815198,0.0100984455958549,0.0093886010362694,0.001,8.981001727115717e-05,0.0,0.0
2014-06-07 03:00:00,0.1442946273830156,0.0347348353552859,0.0048145580589254,0.001,0.0,0.0,0.0
2014-06-07 04:00:00,0.1467559726962457,0.0398054607508532,0.0048378839590443,0.001,0.0,0.0,0.0
2014-06-07 05:00:00,0.2073424190800681,0.0053560477001703,0.0048109028960817,0.001,0.0634770017035775,0.0,0.0
2014-06-07 06:00:00,0.4386696428571428,0.0619017857142857,0.088984375,0.001,0.1510491071428571,0.0275625,0.0
2014-06-07 07:00:00,1.5489485981308413,0.0726869158878504,0.0145140186915887,0.001,0.1721635514018691,0.0,0.0
2014-06-07 08:00:00,0.8435262267343486,0.04048730964467,0.0191252115059221,0.001,0.0,0.0,0.0
2014-06-07 09:00:00,0.1501475694444444,0.0380833333333333,0.0191232638888888,0.001,0.0,0.0,0.0
2014-06-07 10:00:00,0.3729945454545454,0.0618563636363636,0.1185945454545454,0.001,0.0913818181818181,0.0,0.0199418181818181
2014-06-07 11:00:00,0.4452426850258175,0.0287814113597246,0.1840292598967297,0.001,0.047249569707401,0.0,0.0004182444061962
2014-06-07 12:00:00,0.2977710196779964,0.0236511627906976,0.1876332737030411,0.001,0.0,0.0,0.0
2014-06-07 13:00:00,0.4085351351351351,0.044009009009009,0.1862234234234234,0.001,0.1123099099099099,0.0,0.0
2014-06-07 14:00:00,0.3114187725631769,0.0411768953068592,0.1918212996389891,0.001,0.0,0.0,0.0
2014-06-07 15:00:00,0.2085425330812854,0.0065368620037807,0.0915538752362949,0.001,0.0,0.0,0.0
