time,main,fridge-freezer,washer_dryer,washing_machine,dishwasher,television_site,microwave,kettle,hi-fi,electric_heater
2014-06-04 00:00:00,0.1834216216216216,0.0293747747747747,0.001499099099099,0.0,0.0,0.011663063063063,0.0,0.0,0.009,0.0
2014-06-04 01:00:00,0.1821265377855887,0.0298400702987697,0.0198031634446397,0.0,0.0,0.0116643233743409,0.0,0.0,0.009,0.0
2014-06-04 02:00:00,0.171672794117647,0.0308805147058823,0.0001176470588235,0.0,0.0,0.0117132352941176,0.0,0.0,0.009,0.0
2014-06-04 03:00:00,0.1736637323943662,0.0324084507042253,0.0108169014084507,0.0,0.0,0.011713028169014,0.0,0.0072112676056338,0.009,0.0
2014-06-04 04:00:00,0.1742509157509157,0.0171391941391941,0.0007838827838827,0.0,0.0,0.0116794871794871,0.0,0.0,0.009,0.0
2014-06-04 05:00:00,0.365410163339383,0.0402123411978221,0.0,0.0,0.0,0.011627949183303,0.0,0.1753466424682395,0.009,0.0
2014-06-04 06:00:00,0.258918439716312,0.0202251773049645,0.0470921985815602,0.0,0.0,0.0116134751773049,0.0,0.0401294326241134,0.009,0.0
2014-06-04 07:00:00,0.2716504347826087,0.0389791304347826,0.0,0.0,0.0,0.012095652173913,0.0,0.0,0.009,0.0
2014-06-04 08:00:00,0.1782486865148861,0.0249141856392294,0.0195026269702276,0.0,0.0,0.0117005253940455,0.0,0.0,0.009,0.0
2014-06-04 09:00:00,0.1804265734265734,0.0241800699300699,0.0,0.0,0.0,0.0116520979020979,0.0,0.0,0.009,0.0
2014-06-04 10:00:00,0.1831241496598639,0.0337176870748299,0.0005493197278911,0.0,0.0,0.0116921768707483,0.0,0.1219047619047619,0.009,0.0
2014-06-04 11:00:00,0.1775372616984402,0.0176689774696707,0.0,0.0,0.0,0.011684575389948,0.0,0.0048804159445407,0.009,0.0
2014-06-04 12:00:00,0.1829620689655172,0.0346637931034482,0.0,0.0,0.0,0.0116862068965517,0.0,0.0,0.009,0.0
2014-06-04 13:00:00,0.2133184165232358,0.0657659208261617,0.0,0.0,0.0,0.01168330464716,0.0,0.0083717728055077,0.009,0.0
2014-06-04 14:00:00,0.2045653650254668,0.070427843803056,0.0,0.0,0.0,0.0116740237691001,0.0,0.0001494057724957,0.009,0.0
2014-06-04 15:00:00,0.4021708542713568,0.0231373534338358,0.0,0.0,0.0,0.0116968174204355,0.0,0.1033919597989949,0.009,0.0
2014-06-04 16:00:00,0.3295483333333333,0.032735,0.0,0.0,0.0,0.0116633333333333,0.0,0.0,0.009,0.0
2014-06-04 17:00:00,1.3428449477351916,0.0297717770034843,0.0,0.0,0.0,0.0992247386759582,0.0,0.2071167247386759,0.009,0.0
2014-06-04 18:00:00,2.630768402154399,0.0319946140035906,0.0,0.0,0.0,0.1036624775583483,0.0,0.1086157989228007,0.009,0.0
2014-06-04 19:00:00,1.187737030411449,0.0367889087656529,3.5778175313059034e-06,0.0,0.0,0.1030536672629695,0.0,0.0,0.009,0.0
2014-06-04 20:00:00,1.7788698752228165,0.0196648841354723,0.0,0.0,0.0,0.106030303030303,0.0,0.0849393939393939,0.009,0.0
2014-06-04 21:00:00,2.1499509632224165,0.0403099824868651,0.0,0.0,0.5518949211908931,0.1132661996497373,0.0,0.103339754816112,0.009,0.0
2014-06-04 22:00:00,1.1180883392226149,0.0208586572438162,8.480565371024735e-05,0.0,0.3920353356890459,0.060512367491166,0.0,0.0,0.009,0.0
2014-06-04 23:00:00,0.7831815008726004,0.0202879581151832,0.0,0.0053612565445026,0.618671902268761,0.011675392670157,0.0,0.0,0.009,0.0
2014-06-05 00:00:00,0.1855865051903114,0.0378927335640138,0.0,0.0,0.0003875432525951,0.0116608996539792,0.0,0.0,0.009,0.0
2014-06-05 01:00:00,0.18739590443686,0.0343976109215017,0.0,0.0,0.0,0.0116808873720136,0.0,0.0,0.009,0.0
2014-06-05 02:00:00,0.1783010204081632,0.027719387755102,0.0,0.0,0.0,0.011719387755102,0.0,0.0,0.009,0.0
2014-06-05 03:00:00,0.1736433566433566,0.1204982517482517,0.0,0.0,0.0,0.0117272727272727,0.0,0.0,0.009,0.0
2014-06-05 04:00:00,0.1876459412780656,0.0394421416234887,0.0,0.0006632124352331,0.0,0.0117392055267702,0.0,0.0,0.009,0.0
2014-06-05 05:00:00,0.3726372881355932,0.0239355932203389,0.0,0.0,0.0,0.0116694915254237,0.0,0.195957627118644,0.009,0.0
2014-06-05 06:00:00,0.2548958333333333,0.08196875,0.0,0.0,0.0,0.0117100694444444,0.0,0.0,0.009,0.0
2014-06-05 07:00:00,0.2141941580756013,0.0465498281786941,0.0,0.0,0.0,0.0116958762886597,0.0,0.0,0.009,0.0
2014-06-05 08:00:00,0.184053264604811,0.0391288659793814,0.0,0.0,0.0,0.0117147766323024,0.0,0.0,0.009,0.0
2014-06-05 09:00:00,0.1756620689655172,0.0201051724137931,0.0,0.0,0.0,0.0116586206896551,0.0,0.0,0.009,0.0
2014-06-05 10:00:00,0.1808640275387263,0.0308244406196213,0.0,0.0,0.0,0.0117125645438898,0.0,0.0,0.009,0.0
2014-06-05 11:00:00,0.1770923344947735,0.0249477351916376,0.0,0.0,0.0,0.011691637630662,0.0,0.0,0.009,0.0
2014-06-05 12:00:00,0.1759982578397212,0.0222926829268292,1.3937282229965156e-05,0.0,0.0,0.0117055749128919,0.0,0.0,0.009,0.0
2014-06-05 13:00:00,0.1824856175972927,0.0362994923857868,0.0,0.0,0.0,0.0117038917089678,0.0,0.0,0.009,0.0
2014-06-05 14:00:00,0.1730200333889816,0.0183789649415692,0.0002136894824707,0.0,0.0,0.0117161936560934,0.0,3.3388981636060103e-06,0.009,0.0
