time,main,fridge,freezer,fridge-freezer,washing_machine_1,washing_machine_2,desktop_computer,television_site,microwave,kettle
2013-10-11 10:00:00,0.5242969121140143,0.029363420427553442,0.09212589073634204,0.038988123515439434,0.0037458432304038,0.0,0.10256769596199526,0.0,0.002,0.0
2013-10-11 11:00:00,0.3333890625,0.0,0.0722109375,0.0279953125,0.003740625,0.0,0.0728,0.0,0.002,0.0
2013-10-11 12:00:00,0.2274580031695721,0.020129952456418382,0.0351933438985737,0.03294136291600634,0.003767036450079239,0.0,0.009518225039619651,0.0,0.002,0.0
2013-10-11 13:00:00,0.39866866267465073,0.0004151696606786427,0.03124950099800399,0.0335748502994012,0.0037624750499002,0.0,0.009596806387225548,0.00012375249500998003,0.002,0.09642714570858282
2013-10-11 14:00:00,0.2908516819571865,0.020958715596330276,0.06070948012232416,0.046876146788990825,0.0037782874617737004,0.0,0.00944954128440367,0.03025535168195719,0.002,0.0
2013-10-11 15:00:00,0.42480365296803657,0.0007321156773211568,0.07092389649923897,0.02643987823439878,0.003624048706240487,0.0,0.0093896499238965,0.04989802130898021,0.002,0.0
2013-10-11 16:00:00,0.5484318885448917,0.016764705882352942,0.0713498452012384,0.024273993808049534,0.003484520123839009,0.0,0.009419504643962849,0.07523684210526317,0.002,0.06323684210526316
2013-10-11 17:00:00,0.47258620689655173,0.007592476489028213,0.059007836990595613,0.026438871473354233,0.0034733542319749216,0.0,0.009421630094043888,0.07757836990595611,0.002,0.0
2013-10-11 18:00:00,0.44124264705882354,0.022583823529411764,0.043157352941176466,0.02541470588235294,0.0036676470588235294,0.0,0.00936764705882353,0.07204411764705883,0.002,0.0
2013-10-11 19:00:00,0.3937621283255086,0.0,0.04426760563380282,0.035924882629107986,0.0037730829420970268,0.0,0.009433489827856025,0.07360719874804382,0.002,0.0
2013-10-11 20:00:00,0.4424144144144144,0.02056156156156156,0.0742942942942943,0.03968018018018018,0.0037717717717717716,0.0,0.009331831831831831,0.06797147147147148,0.002,0.0
2013-10-11 21:00:00,0.32381521739130437,0.0,0.07397670807453416,0.027465838509316772,0.0037655279503105593,0.0,0.009409937888198758,0.07015062111801243,0.002,0.0
2013-10-11 22:00:00,0.2880998487140696,0.021872919818456883,0.061860816944024205,0.018207261724659606,0.0037639939485627836,0.0,0.009411497730711045,0.00859304084720121,0.002,0.0
2013-10-11 23:00:00,0.1615123076923077,0.0,0.04212,0.02786,0.003787692307692308,0.0,0.009432307692307691,0.0,0.002,0.0
2013-10-12 00:00:00,0.23702018633540373,0.019897515527950313,0.045029503105590056,0.05194409937888199,0.00381055900621118,0.0,0.009439440993788819,0.0,0.002,0.0
2013-10-12 01:00:00,0.1963561904761905,0.0,0.06354285714285715,0.04053904761904762,0.0038723809523809527,0.0,0.009306666666666666,0.0,0.002,0.0
2013-10-12 02:00:00,0.24363594470046085,0.015233486943164362,0.07700307219662057,0.02795698924731183,0.0038847926267281106,0.0,0.00904147465437788,0.0,0.002,0.0
2013-10-12 03:00:00,0.2013858024691358,0.0042484567901234565,0.07028858024691358,0.026694444444444444,0.003919753086419753,0.0,0.00907716049382716,0.0,0.002,0.0
2013-10-12 04:00:00,0.17709657320872274,0.00776791277258567,0.03776635514018692,0.03376479750778816,0.0038348909657320873,0.0,0.009046728971962617,0.0,0.002,0.0
2013-10-12 05:00:00,0.21615671641791045,0.013856716417910447,0.04241940298507463,0.04150149253731343,0.0036611940298507464,0.0,0.009035820895522389,0.0,0.002,0.0
2013-10-12 06:00:00,0.33114728682170547,0.00025736434108527135,0.07490852713178295,0.02756434108527132,0.003717829457364341,0.0,0.009017054263565891,0.0039767441860465115,0.002,0.08173178294573644
2013-10-12 07:00:00,0.3329466463414634,0.01953201219512195,0.07228810975609755,0.026301829268292682,0.0038033536585365853,0.0,0.009044207317073172,0.08439329268292682,0.002,0.0
2013-10-12 08:00:00,0.3700610119047619,0.00012797619047619045,0.06523363095238095,0.02778125,0.0036845238095238094,0.0,0.009046130952380953,0.06319047619047619,0.002,0.0
