time,main,fridge-freezer,washer_dryer,washing_machine,dishwasher,television_site,microwave,kettle,hi-fi,electric_heater
2013-12-17 17:00:00,0.2192111801242236,0.030854037267080744,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-17 18:00:00,1.2385277280858678,0.0652969588550984,0.0,0.0,0.0,0.001,0.0,0.13537745974955276,0.005,0.0
2013-12-17 19:00:00,0.9396934673366834,0.06359296482412059,0.0,0.0,0.0,0.06521608040201005,0.0,0.0,0.005,0.0
2013-12-17 20:00:00,0.865839732888147,0.02559432387312187,0.0,0.0,0.0,0.08962437395659432,0.0,0.0,0.005,0.0
2013-12-17 21:00:00,0.9335553691275168,0.03580536912751678,0.0,0.0,0.0,0.08949496644295302,0.0,0.07560570469798658,0.005,0.0
2013-12-17 22:00:00,1.0497837837837838,0.028826013513513514,0.0,0.0,0.0,0.08955912162162163,0.0,0.11735641891891892,0.005,0.0
2013-12-17 23:00:00,0.5445658783783783,0.034773648648648646,0.0,0.0,0.0,0.03384797297297298,0.0,0.0,0.005,0.0
2013-12-18 00:00:00,0.17398819561551435,0.025806070826306916,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 01:00:00,0.17357841483979763,0.03603709949409781,0.0,0.0,0.0,0.0010050590219224283,0.00906576728499157,0.0,0.005,0.0
2013-12-18 02:00:00,0.17146166666666668,0.020996666666666667,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 03:00:00,0.16901682692307693,0.04135576923076923,0.0,0.0,0.0,0.0010048076923076922,0.0,0.0,0.005,0.0
2013-12-18 04:00:00,0.16112040133779262,0.02194816053511706,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 05:00:00,0.16583931623931625,0.016694017094017095,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 06:00:00,0.6663243243243244,0.03662162162162162,0.0,0.0,0.0,0.001,0.0,0.1868935810810811,0.005,0.0
2013-12-18 07:00:00,0.7760886287625418,0.01851839464882943,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 08:00:00,0.7289949916527546,0.025858096828046743,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 09:00:00,0.18459833333333334,0.03217833333333334,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 10:00:00,0.17969630872483222,0.01828187919463087,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 11:00:00,0.18365,0.036725,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 12:00:00,0.21628,0.07315833333333333,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 13:00:00,0.1957145242070117,0.057242070116861436,0.0,0.0,0.00010016694490818031,0.001,0.0,0.0,0.005,0.0
2013-12-18 14:00:00,0.178895,0.018535,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 15:00:00,0.18734833333333334,0.03283666666666667,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0
2013-12-18 16:00:00,0.21379166666666666,0.016045,0.0,0.0,0.0,0.0010033333333333335,0.0,0.0,0.005,0.0
2013-12-18 17:00:00,0.34657,0.027453333333333333,0.0,0.0,0.0,0.001,0.0,0.08863833333333333,0.005,0.0
2013-12-18 18:00:00,2.6874266666666666,0.03351,0.0,0.0,0.0,0.01055,0.31712666666666667,0.21232833333333334,0.005,0.0
