time,main,toaster,fridge-freezer,freezer,tumble_dryer,dishwasher,washing_machine,television_site,microwave,kettle
2013-09-25 19:00:00,0.4107665782493369,0.0,0.028384615384615383,0.03631034482758621,0.0,0.0,0.0,0.14426259946949602,0.0,0.0
2013-09-25 20:00:00,0.41742105263157897,0.0,0.04944312393887946,0.04434804753820034,0.0,0.0,0.0,0.14392869269949066,0.0,0.0
2013-09-25 21:00:00,0.508165820642978,0.0,0.03184940778341793,0.036592216582064296,0.0,0.0,0.0,0.06730287648054145,0.0,0.0
2013-09-25 22:00:00,0.26419449225473324,0.0,0.033306368330464714,0.03573493975903615,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-25 23:00:00,0.29603583617747437,0.0,0.09911092150170649,0.036262798634812285,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 00:00:00,0.2822349914236707,0.0,0.1091114922813036,0.042891938250428814,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 01:00:00,0.2203101694915254,0.0,0.005349152542372881,0.04187796610169492,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 02:00:00,0.24199317406143345,0.0,0.06164334470989761,0.041610921501706484,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 03:00:00,0.21963667232597622,0.0,0.010039049235993209,0.03900169779286927,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 04:00:00,0.22872461273666092,0.0,0.049371772805507745,0.03308777969018933,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 05:00:00,0.2079406779661017,0.0,0.027976271186440676,0.03338305084745762,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26 06:00:00,0.5941378151260505,0.0,0.04894789915966386,0.03741512605042017,0.0,0.0,0.0,0.09118823529411765,0.0,0.13190588235294118
2013-09-26 07:00:00,0.2918277027027027,0.0,0.023616554054054054,0.04082601351351352,0.0,0.0,0.0,0.07419256756756756,0.019179054054054054,0.0
2013-09-26 08:00:00,1.4687762711864407,0.0,0.04096271186440678,0.03946779661016949,0.0,0.6419694915254237,0.38872203389830506,0.14388474576271187,0.0,0.1467
2013-09-26 09:00:00,1.0280016722408027,0.0,0.029364548494983277,0.04046655518394649,0.0,0.7244966555183946,0.06131438127090301,0.1365953177257525,0.0,0.0
