time,main,freezer,washing_machine,dishwasher,mjy_computer,tv/satelite,microwave,kettle,toaster,pgm_computer
2013-11-28 12:00:00,0.27456962025316456,0.019670886075949367,0.0,0.0,0.007316455696202532,0.013681012658227848,0.001,0.0,0.0,0.0069468354430379745
2013-11-28 13:00:00,0.28488828828828827,0.013091891891891892,0.0,0.0,0.00721981981981982,0.014454054054054056,0.001,0.0,0.0,0.006944144144144144
2013-11-28 14:00:00,0.2799043624161074,0.013085570469798658,0.0,0.0,0.007204697986577181,0.013718120805369128,0.001,0.0,0.0,0.006958053691275167
2013-11-28 15:00:00,0.23804873949579833,0.012845378151260505,0.0,0.0,0.0072151260504201686,0.01372436974789916,0.001,0.0,0.0,0.0069109243697478995
2013-11-28 16:00:00,0.25673090277777777,0.014149305555555556,0.0,0.0,0.007098958333333333,0.014576388888888889,0.001,0.0,0.0,0.006930555555555555
2013-11-28 17:00:00,0.5626278195488721,0.020541353383458645,0.0,0.0,0.007056390977443609,0.027268796992481203,0.001,0.12511466165413535,0.0,0.008024436090225564
2013-11-28 18:00:00,0.566058212058212,0.01407900207900208,0.0,0.0,0.16278586278586277,0.0972889812889813,0.001,0.0,0.0,0.008241164241164242
2013-11-28 19:00:00,1.428169102296451,0.013538622129436325,0.0,0.0,0.1511524008350731,0.09799164926931107,0.11663883089770354,0.13291231732776618,0.0,0.007
2013-11-28 20:00:00,0.696894297635605,0.015001390820584146,0.0,0.0,0.15059388038942975,0.09782336578581363,0.0009986091794158553,0.08686369958275382,0.0,0.007
2013-11-28 21:00:00,0.5953345588235294,0.018204044117647058,0.0,0.0,0.14678125,0.09796323529411766,0.001,0.07287316176470589,0.0,0.007001838235294117
2013-11-28 22:00:00,0.5824389233954451,0.022608695652173914,0.0,0.0,0.15867080745341616,0.0977080745341615,0.001,0.0,0.0,0.007006211180124224
2013-11-28 23:00:00,0.5681178637200737,0.017351749539594844,0.0,0.0,0.19288029465930018,0.04389134438305709,0.001,0.0,0.0,0.007
2013-11-29 00:00:00,0.30388073394495413,0.016387155963302754,0.0,0.0,0.03868623853211009,0.01518348623853211,0.001,0.0,1.8348623853211011e-06,0.006988990825688074
2013-11-29 01:00:00,0.263408203125,0.018064453125,0.0,0.0,0.00737890625,0.014248046875,0.001,0.0,0.0,0.006984375
2013-11-29 02:00:00,0.2454191616766467,0.017910179640718563,0.0,0.0,0.007425149700598802,0.01363872255489022,0.001,0.0,0.0,0.006988023952095809
2013-11-29 03:00:00,0.2457236286919831,0.01459704641350211,0.0,0.0,0.007390295358649789,0.01370042194092827,0.001,0.0,0.0,0.0069957805907173
2013-11-29 04:00:00,0.2665,0.017404017857142857,0.0,0.0,0.007348214285714285,0.013665178571428571,0.001,0.0,0.0,0.006977678571428571
2013-11-29 05:00:00,0.26136764705882354,0.017130252100840338,0.0,0.0,0.00728781512605042,0.014676470588235294,0.001,0.0,0.0,0.006976890756302521
2013-11-29 06:00:00,0.2629299781181619,0.013936542669584245,0.0,0.0,0.007133479212253829,0.014013129102844638,0.001,0.0,4.376367614879649e-06,0.006971553610503283
2013-11-29 07:00:00,0.3211741803278688,0.01241188524590164,0.0,0.0,0.007163934426229508,0.01353688524590164,0.001,0.0,0.0,0.00694672131147541
2013-11-29 08:00:00,0.35684,0.011895172413793103,0.0,0.0,0.0072289655172413795,0.013573793103448277,0.001,0.0,0.0,0.0069944827586206895
2013-11-29 09:00:00,0.5121728624535316,0.016855018587360594,0.0,0.0,0.1250724907063197,0.013533457249070633,0.001,0.04860594795539033,0.0,0.006990706319702602
2013-11-29 10:00:00,0.5622288461538462,0.016773076923076925,0.0,0.0,0.1610173076923077,0.013490384615384614,0.04124807692307692,0.07410576923076923,0.0,0.006996153846153846
2013-11-29 11:00:00,0.7660290909090909,0.014843636363636364,0.0,0.0,0.16437454545454547,0.013503636363636363,0.0010400000000000001,0.12873818181818183,0.05566909090909091,0.009818181818181818
2013-11-29 12:00:00,0.8534118738404453,0.015675324675324676,0.0,0.0,0.14747866419294992,0.013489795918367348,0.001,0.0,0.0,0.08357884972170686
2013-11-29 13:00:00,1.0871297297297298,0.015293693693693693,0.0,0.0,0.1477099099099099,0.0135009009009009,0.001,0.0,5.405405405405406e-06,0.01522882882882883
2013-11-29 14:00:00,0.4796741573033708,0.013640449438202246,0.0,0.0,0.10429026217228464,0.01349625468164794,0.001,0.03393820224719101,0.0,0.008056179775280899
2013-11-29 15:00:00,0.2522384473197782,0.01543807763401109,0.0,0.0,0.011907578558225508,0.013504621072088725,0.001,0.0,1.8484288354898337e-06,0.008070240295748612
2013-11-29 16:00:00,0.24466986564299423,0.01427831094049904,0.0,0.0,0.011648752399232246,0.015107485604606525,0.001,0.0,3.838771593090211e-06,0.008080614203454895
2013-11-29 17:00:00,0.6622772073921972,0.01451129363449692,0.0,0.0,0.011523613963039015,0.014285420944558522,0.001,0.14109856262833675,0.0,0.008030800821355235
2013-11-29 18:00:00,0.3222579365079365,0.014966269841269841,0.0,0.0,0.01148611111111111,0.01356547619047619,0.001,0.0,0.0,0.008051587301587303
2013-11-29 19:00:00,0.3410759219088937,0.014431670281995662,0.0,0.0,0.011577006507592191,0.01363991323210412,0.001,0.0,0.0,0.008045553145336224
