time,main,fridge,freezer,washing_machine,dishwasher,television_site,microwave,kettle,hi-fi,electric_heater
2013-11-01 22:00:00,0.2900954446854664,0.0,0.02296529284164859,0.0,0.001806941431670282,0.0,0.017219088937093275,0.0636767895878525,0.0018546637744034707,0.0
2013-11-01 23:00:00,0.20909166666666668,0.04206833333333333,0.017551666666666667,0.0,0.0018583333333333334,0.0,0.017258333333333334,0.005011666666666667,0.0019333333333333333,0.0
2013-11-02 00:00:00,0.1915766129032258,0.02945161290322581,0.004227822580645161,0.0,0.0016754032258064515,0.0,0.017197580645161293,0.00501008064516129,0.001909274193548387,0.0
2013-11-02 01:00:00,0.19090000000000001,0.017995,0.017706666666666666,0.0,0.0018483333333333333,0.0,0.0173,0.005023333333333334,0.0019466666666666669,0.0
2013-11-02 02:00:00,0.202435,0.04377333333333333,0.017883333333333334,0.0,0.0018083333333333335,0.0,0.017213333333333334,0.005026666666666666,0.0019399999999999999,0.0
2013-11-02 03:00:00,0.992015,0.0,0.01803,0.0,0.7243933333333333,0.0,0.017333333333333333,0.008218333333333334,0.0019133333333333333,0.0
2013-11-02 04:00:00,0.337495,0.04220666666666666,0.017783333333333335,0.0,0.05735666666666667,0.0,0.01889666666666667,0.00883,0.0019333333333333333,0.0
2013-11-02 05:00:00,2.938375,0.010171666666666667,0.018211666666666668,0.0,0.0012466666666666665,0.0,0.01721,0.005013333333333334,0.0019450000000000001,0.0
2013-11-02 06:00:00,1.6234053601340033,0.032472361809045225,0.022103852596314907,0.0,0.0012110552763819095,0.0,0.017180904522613064,0.005010050251256281,0.0019045226130653267,0.0
2013-11-02 07:00:00,0.8169533333333334,0.058985,0.01920833333333333,0.0,3.3333333333333337e-06,0.031466666666666664,0.017233333333333333,0.005006666666666667,0.0019133333333333333,0.06449333333333333
2013-11-02 08:00:00,0.19863666666666666,0.049875,0.021146666666666668,0.0,0.0,0.0,0.017156666666666667,0.005008333333333333,0.0018983333333333335,0.0
2013-11-02 09:00:00,0.314995,0.04252,0.028036666666666665,0.0,0.0,0.0,0.017181666666666668,0.005011666666666667,0.0019083333333333335,0.10677333333333333
