time,main,fridge-freezer,tumble_dryer,washing_machine,dishwasher,desktop_computer,television_site,microwave,kettle,toaster
2013-09-26 10:00:00,0.30794387755102043,0.04814625850340136,0.0,0.0,0.0,0.010965986394557824,0.0,0.0,0.0,0.0
2013-09-26 11:00:00,0.3077452667814114,0.04726850258175559,0.0,0.0,0.0,0.010982788296041308,0.0,0.0,0.0,0.0
2013-09-26 12:00:00,0.30406143344709896,0.04809215017064847,0.0,0.0,0.0,0.010998293515358363,0.0,0.0,0.0,0.0
2013-09-26 13:00:00,0.298309243697479,0.0441344537815126,0.0,0.0,0.0,0.011010084033613445,0.0,0.0,0.0,0.0
2013-09-26 14:00:00,0.30462842465753426,0.05086130136986301,0.0,0.0,0.0,0.01099486301369863,0.0,0.0,0.0,0.0
2013-09-26 15:00:00,0.37436068376068377,0.055806837606837606,0.0,0.0,0.0,0.05506153846153846,0.0,0.0,0.0,0.0
2013-09-26 16:00:00,0.48690443686006823,0.04834641638225256,0.0,0.0,0.0,0.05087542662116041,0.0,0.0,0.0,0.0
2013-09-26 17:00:00,1.6327058823529412,0.04773445378151261,0.0,0.0,0.0,0.011038655462184873,0.035396638655462186,0.5649798319327731,0.0,0.0
2013-09-26 18:00:00,1.0648210702341137,0.055025083612040136,0.0,0.0,0.0,0.011020066889632106,0.05711036789297659,0.10859030100334448,0.0,0.0
2013-09-26 19:00:00,0.8787190635451505,0.06103177257525083,0.0,0.0,0.0012909698996655518,0.10375752508361204,0.0751638795986622,0.0020869565217391303,0.09116555183946488,0.034670568561872915
2013-09-26 20:00:00,0.360241610738255,0.045525167785234896,0.0,0.0,0.004459731543624161,0.04178859060402684,0.014313758389261745,0.0,0.0,0.0
2013-09-26 21:00:00,0.22880862068965518,0.045110344827586205,0.0,0.0,0.004544827586206897,0.011074137931034483,0.0,0.0,0.0,0.0
2013-09-26 22:00:00,0.21738434782608695,0.045186086956521744,0.0,0.0,0.004466086956521739,0.011036521739130436,0.0010834782608695652,0.0,0.0,0.0
2013-09-26 23:00:00,0.21601627486437613,0.0418119349005425,0.0,0.0,0.004423146473779386,0.011028933092224233,0.0,0.0,0.0,0.0
2013-09-27 00:00:00,0.3271660899653979,0.04417474048442906,0.0,0.0,0.15343598615916954,0.011019031141868512,0.0,0.0,0.0,0.0
2013-09-27 01:00:00,0.3843913793103448,0.04507068965517241,0.0,0.0,0.2511241379310345,0.011101724137931035,0.0,0.0,0.0,0.0
2013-09-27 02:00:00,0.6053425605536332,0.04572491349480969,0.0,0.0,0.5510899653979239,0.011108996539792387,0.0,0.0,0.0,0.0
