time,main,blender,toaster,chest_freezer,fridge-freezer,washing_machine,dishwasher,television_site,microwave,k_mix
2013-11-20 12:00:00,0.41773277310924367,0.00011260504201680672,0.03965882352941176,0.024576470588235297,0.022472268907563025,0.0,0.0013058823529411765,0.025142857142857144,0.0,0.0
2013-11-20 13:00:00,0.4473070469798658,0.0003708053691275168,0.051741610738255034,0.02685738255033557,0.0,0.0,0.00124496644295302,0.03203523489932886,0.07095637583892618,0.0
2013-11-20 14:00:00,0.5195929648241207,0.0,0.045435510887772194,0.03546733668341709,0.01869681742043551,0.08376046901172529,0.0011591289782244556,0.04536683417085427,0.0,0.0
2013-11-20 15:00:00,1.7435183333333335,0.040051666666666666,0.040494999999999996,0.027858333333333336,0.029586666666666667,0.53785,0.0013133333333333332,0.026291666666666668,0.0,0.0
2013-11-20 16:00:00,2.143292642140468,0.08487123745819397,0.05136287625418061,0.023187290969899667,0.0,0.11194147157190634,0.0011772575250836121,0.026640468227424746,0.0,0.0
2013-11-20 17:00:00,2.0767319932998327,0.0005494137353433835,0.041914572864321605,0.03361641541038526,0.01493467336683417,0.0,0.0011758793969849247,0.04214907872696818,0.04982914572864322,0.0
2013-11-20 18:00:00,1.0689152542372882,0.0,0.04237457627118644,0.028338983050847456,0.03929491525423729,0.0,0.0011559322033898305,0.03804745762711865,0.0,0.0
2013-11-20 19:00:00,1.4271129848229342,0.0001163575042158516,0.051340640809443505,0.021104553119730186,0.0,0.0,0.48273355817875213,0.04076053962900506,0.0,0.0
2013-11-20 20:00:00,1.1715343383584589,0.0,0.03960134003350084,0.032400335008375206,0.053742043551088775,0.0,0.5280653266331657,0.0642713567839196,0.0,0.0
2013-11-20 21:00:00,0.507845,0.0034583333333333337,0.04961,0.03220166666666667,0.0,0.0,0.0016683333333333333,0.06435166666666667,0.0,0.0
2013-11-20 22:00:00,0.516949916527546,0.09217863105175292,0.0444474123539232,0.017948247078464107,0.0,0.0,0.0014457429048414024,0.04202170283806344,0.0,0.0
2013-11-20 23:00:00,0.2526298157453936,0.009507537688442211,0.039289782244556114,0.03165829145728643,0.047507537688442215,0.0,0.001576214405360134,0.024849246231155777,0.0,0.0
2013-11-21 00:00:00,0.18279327731092437,0.0,0.04127394957983194,0.030781512605042017,0.0,0.0,0.0013630252100840336,0.025423529411764706,0.0,0.0
2013-11-21 01:00:00,0.18106937394247039,0.0,0.047560067681895093,0.0245414551607445,0.0,0.0,0.0013587140439932316,0.025021996615905245,0.0,0.0
2013-11-21 02:00:00,0.22234700854700856,0.0,0.04307008547008547,0.02154700854700855,0.048646153846153846,0.0,0.001541880341880342,0.02493162393162393,0.0,0.0
2013-11-21 03:00:00,0.1747670068027211,0.0,0.03824319727891157,0.030724489795918367,0.0,0.0,0.0015136054421768708,0.024965986394557823,0.0,0.0
2013-11-21 04:00:00,0.17705922165820645,0.0,0.037086294416243656,0.030248730964467004,0.0,0.0,0.0016514382402707274,0.024895093062605754,0.0,0.0
2013-11-21 05:00:00,0.27373514431239393,0.048139219015280135,0.04310865874363328,0.018258064516129033,0.042203735144312395,0.0,0.001573853989813243,0.024910016977928693,0.0,0.0
2013-11-21 06:00:00,0.31700844594594596,0.05657939189189189,0.04433783783783784,0.029913851351351353,0.006530405405405405,0.0,0.001525337837837838,0.02525168918918919,0.0,0.0
2013-11-21 07:00:00,1.183268581081081,0.0002567567567567567,0.04536993243243243,0.031527027027027026,0.0,0.0,0.0015101351351351352,0.025055743243243243,0.08118074324324324,0.0
2013-11-21 08:00:00,0.685380634390651,0.00010016694490818031,0.040490818030050085,0.026532554257095158,0.023013355592654425,0.0,0.0014207011686143574,0.025,0.0,0.0
2013-11-21 09:00:00,0.3947816666666667,0.0,0.040119999999999996,0.02182,0.02867,0.0,0.0013533333333333333,0.025015,0.0,0.0
2013-11-21 10:00:00,1.04193,0.0,0.04075666666666667,0.030876666666666667,0.0,0.5573866666666667,0.00123,0.024981666666666666,0.0,0.0
2013-11-21 11:00:00,0.7489933333333333,0.026571666666666667,0.049,0.03203666666666667,0.01274,0.11338333333333334,0.0011916666666666666,0.025016666666666666,0.0,0.0
2013-11-21 12:00:00,0.4268433333333333,0.07750166666666666,0.04387666666666667,0.01993666666666667,0.04044166666666667,0.07469833333333334,0.0011966666666666668,0.02510333333333333,0.0,0.0
2013-11-21 13:00:00,0.9975575959933223,6.844741235392321e-05,0.04734891485809683,0.027676126878130217,0.0,0.4691051752921536,0.000993322203672788,0.025085141903171952,0.0,0.0
2013-11-21 14:00:00,1.4224983221476508,0.0003959731543624161,0.039941275167785235,0.0317248322147651,0.05040939597315436,0.24571140939597316,8.389261744966442e-06,0.04013255033557047,0.27719127516778524,0.0
2013-11-21 15:00:00,0.445974958263773,0.00014858096828046743,0.044330550918197,0.0272220367278798,0.0034190317195325545,0.10064941569282136,8.347245409015024e-06,0.04000500834724541,0.0,0.0
2013-11-21 16:00:00,0.7051335559265443,0.0,0.0491652754590985,0.023694490818030052,0.022368948247078465,0.0,4.6744574290484144e-05,0.05548414023372287,0.0,0.0
2013-11-21 17:00:00,1.32975,0.03877833333333334,0.043063333333333335,0.033168333333333334,0.04929,0.0,1.1666666666666668e-05,0.027748333333333333,0.0,0.0
2013-11-21 18:00:00,1.9718678929765885,0.06687792642140468,0.04289464882943144,0.028976588628762543,0.0003846153846153846,0.0,1.3377926421404682e-05,0.036086956521739134,0.0,0.0
2013-11-21 19:00:00,0.8787312186978297,0.0,0.03995826377295492,0.01976794657762938,0.0469432387312187,0.025659432387312185,0.15407846410684473,0.04573288814691152,0.0,0.0
2013-11-21 20:00:00,2.280675,0.0,0.049778333333333334,0.032064999999999996,0.018565,0.6174066666666667,0.9029016666666666,0.06457500000000001,0.0,0.0
2013-11-21 21:00:00,0.6819065108514191,0.0001652754590984975,0.047507512520868114,0.030006677796327215,0.07667445742904842,0.11680300500834724,0.013310517529215358,0.06408347245409016,0.0,0.0
