time,main,fridge,freezer_1,freezer_2,tumble_dryer,washing_machine,dishwasher,television_site,toaster,kettle
2013-11-01 22:00:00,0.2833070175438597,0.020380701754385964,0.04814912280701754,0.02124736842105263,0.0,0.0,1.2280701754385964e-05,0.0,0.0,0.0
2013-11-01 23:00:00,0.20309666666666668,0.01852166666666667,0.042333333333333334,0.021028333333333333,0.0,0.0,1.1666666666666668e-05,0.0,0.0,0.0
2013-11-02 00:00:00,0.2051307847082495,0.020579476861167,0.047579476861167,0.018674044265593562,0.0,0.0,1.609657947686117e-05,0.0,0.0,0.0
2013-11-02 01:00:00,0.19928666666666667,0.011431666666666666,0.05108,0.01999333333333333,0.0,0.0,4.666666666666667e-05,0.0,0.0,0.0
2013-11-02 02:00:00,0.18192666666666668,0.005308333333333333,0.037358333333333334,0.019133333333333332,0.0,0.0,2e-05,0.0,0.0,0.0
2013-11-02 03:00:00,0.21606543624161073,0.01663758389261745,0.04644798657718121,0.020565436241610738,0.0,0.0,2.181208053691275e-05,0.0,0.0,0.0
2013-11-02 04:00:00,0.20423578595317726,0.016869565217391306,0.04510702341137124,0.02118896321070234,0.0,0.0,2.508361204013378e-05,0.0,0.00026755852842809364,0.0
2013-11-02 05:00:00,0.19437942664418212,0.016691399662731872,0.036043844856661046,0.02173018549747049,0.0,0.0,3.204047217537943e-05,0.0,0.0,0.0
2013-11-02 06:00:00,0.2745773195876289,0.01065807560137457,0.04759450171821306,0.022987972508591064,0.0,0.0,1.0309278350515464e-05,0.0,0.0,0.0
2013-11-02 07:00:00,0.46388166666666664,0.015176666666666666,0.037665,0.020371666666666666,0.0,0.0,5e-06,0.0,0.0,0.03410166666666667
2013-11-02 08:00:00,0.18275879396984926,0.011926298157453937,0.041412060301507535,0.018629815745393637,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 09:00:00,0.17391986644407345,0.02034390651085142,0.044919866444073454,0.019617696160267113,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 10:00:00,0.23165890183028287,0.017534109816971715,0.03573710482529118,0.020004991680532446,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 11:00:00,0.6512058319039451,0.018332761578044598,0.050542024013722125,0.027878216123499142,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 12:00:00,0.25322833333333333,0.018405,0.04181166666666667,0.026066666666666665,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 13:00:00,0.23908500000000002,0.0001866666666666667,0.043921666666666664,0.023809999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 14:00:00,0.20864440734557596,0.01823372287145242,0.04924707846410684,0.023452420701168614,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 15:00:00,0.22387479131886476,0.01777128547579299,0.044903171953255425,0.02289315525876461,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 16:00:00,0.2961602671118531,0.018507512520868116,0.0529449081803005,0.021280467445742905,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-02 17:00:00,0.93396,0.017435,0.03609333333333333,0.020731666666666666,0.0,0.0,0.0,0.0,0.0,0.09170166666666667
2013-11-02 18:00:00,1.4635283333333333,0.005543333333333333,0.05078,0.020114999999999997,0.0,0.47612333333333334,0.0,0.030805,0.0,0.0
2013-11-02 19:00:00,1.1043795986622074,0.015324414715719064,0.05087123745819398,0.01997993311036789,0.0,0.09117725752508361,0.0,0.036096989966555186,0.038384615384615385,0.040627090301003345
