time,main,fridge,freezer_1,freezer_2,washer_dryer,washing_machine,dishwasher,computer,television_site,electric_heater
2013-10-09 13:00:00,0.9697840909090909,0.017045454545454548,0.018787878787878787,0.002225378787878788,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-09 14:00:00,0.6513003472222222,0.002845486111111111,0.018203125,0.04178645833333334,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-09 15:00:00,0.5994684210526315,0.036468421052631574,0.01730701754385965,0.0370859649122807,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-09 16:00:00,0.29096485061511423,0.0007100175746924429,0.01709841827768014,0.009739894551845343,0.0,0.0,0.0,0.0,0.0,0.0009982425307557118
2013-10-09 17:00:00,0.3055097192224622,0.03792872570194385,0.021002159827213825,0.03598272138228942,1.7278617710583154e-05,0.0,0.0,0.0,0.02961987041036717,0.001
2013-10-09 18:00:00,0.36764912280701756,0.0,0.014442105263157895,0.028010526315789472,0.0,0.0,0.0,0.0,0.029978947368421053,0.001
2013-10-09 19:00:00,0.34914999999999996,0.0,0.022425,0.0,0.2048,0.0,0.0,0.0,0.0,0.001
2013-10-09 20:00:00,0.34856986301369863,0.0,0.023315068493150688,0.0003780821917808219,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-09 21:00:00,0.7495410385259631,0.03311390284757119,0.014698492462311558,0.039904522613065325,0.0,0.0,0.0,0.0,0.021817420435510885,0.001
2013-10-09 22:00:00,0.46179202772963607,0.002320623916811092,0.014714038128249566,0.019506065857885616,0.0,0.0,0.0,0.0,0.006500866551126516,0.001
2013-10-09 23:00:00,0.19212457912457911,0.0038771043771043774,0.014143097643097643,0.02055050505050505,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 00:00:00,0.2236076794657763,0.03169449081803005,0.013996661101836392,0.039636060100166945,0.0,0.0,0.0,0.0,0.009520868113522537,0.001
2013-10-10 01:00:00,0.1935714285714286,0.0,0.013623529411764706,0.022507563025210085,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 02:00:00,0.2010536013400335,0.03527638190954774,0.013839195979899497,0.016499162479061975,0.0,0.0,0.0,0.0,0.0014807370184254606,0.001
2013-10-10 03:00:00,0.1993195020746888,0.0,0.013076763485477177,0.03715767634854772,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 04:00:00,0.1973036093418259,0.005473460721868365,0.01321656050955414,0.02366666666666667,0.0,0.0,0.0,0.0,0.0,0.0009957537154989384
2013-10-10 05:00:00,0.2325352422907489,0.027889867841409694,0.013986784140969164,0.013165198237885463,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 06:00:00,0.6136703296703296,0.0058747252747252746,0.014479120879120878,0.09298461538461539,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 07:00:00,0.758174193548387,0.028490322580645162,0.01435268817204301,0.07302795698924731,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 08:00:00,0.6514088397790055,0.0,0.015732044198895026,0.03010220994475138,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 09:00:00,1.0307228464419476,0.04267602996254681,0.013228464419475654,0.04275842696629213,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 10:00:00,1.3286908023483366,0.01826614481409002,0.014017612524461839,0.023604696673189825,0.0,0.0,0.42745401174168296,0.0,0.0,0.001
2013-10-10 11:00:00,0.889979020979021,0.03477972027972028,0.014211538461538461,0.019826923076923075,0.0001958041958041958,0.0,0.49859265734265734,0.02918006993006993,0.0,0.001
2013-10-10 12:00:00,1.460725126475548,0.0010556492411467116,0.01995952782462057,0.03959696458684655,0.0,0.0,0.0,0.0,0.026512647554806073,0.001
2013-10-10 13:00:00,0.4935327731092437,0.020346218487394957,0.019949579831932775,0.03395462184873949,0.0,0.0,0.0,0.0,0.004053781512605042,0.001
2013-10-10 14:00:00,0.3008902027027027,0.0149375,0.019695945945945946,0.01178885135135135,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 15:00:00,0.24916329966329964,0.0,0.01581986531986532,0.03138215488215488,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-10 16:00:00,0.4130171755725191,0.027177480916030537,0.013896946564885496,0.03377671755725191,0.0,0.0,0.0,0.0,0.0011049618320610687,0.001
2013-10-10 17:00:00,0.3991912013536379,0.0,0.014282571912013535,0.02301015228426396,0.0,0.0,0.0,0.0,0.03202030456852792,0.0009966159052453467
2013-10-10 18:00:00,1.3479685767097966,0.030515711645101664,0.007292051756007394,0.02832532347504621,0.0,0.0,0.0,0.0,0.016517560073937156,0.001
2013-10-10 19:00:00,1.0138447412353924,0.0005208681135225376,0.013580968280467445,0.036365609348914855,0.0,0.0,0.0,0.0,0.0032070116861435726,0.001
2013-10-10 20:00:00,0.7645798922800718,0.0323213644524237,0.013637342908438061,0.03930879712746858,0.0,0.0,0.0,0.0,0.03332675044883303,0.001
2013-10-10 21:00:00,0.5312145593869732,0.0027720306513409963,0.014015325670498084,0.019273946360153258,0.0,0.0,0.0,0.0,0.01707471264367816,0.001
2013-10-10 22:00:00,0.23729469548133597,0.025381139489194498,0.015526522593320236,0.01920039292730845,0.0,0.0,0.0,0.0,0.012041257367387032,0.001
2013-10-10 23:00:00,0.2091241134751773,0.008065602836879434,0.01550886524822695,0.03813475177304965,0.0,0.0,0.0,0.0,0.00725354609929078,0.001
2013-10-11 00:00:00,0.19575178571428573,0.0,0.015107142857142857,0.03438035714285714,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 01:00:00,0.20083823529411765,0.03440126050420168,0.018233193277310926,0.010552521008403362,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 02:00:00,0.20083184257602862,0.0,0.01749552772808587,0.030320214669051878,0.0,0.0,0.0,0.0,0.001404293381037567,0.001
2013-10-11 03:00:00,0.27209660107334527,0.038499105545617175,0.016978533094812166,0.037822898032200354,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 04:00:00,0.1975231910946197,0.0,0.01689795918367347,0.019714285714285715,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 05:00:00,0.19251546391752578,0.0,0.015400343642611685,0.016254295532646047,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 06:00:00,0.21837205387205386,0.03533164983164983,0.014272727272727274,0.03735185185185185,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 07:00:00,0.2260843373493976,0.0,0.01332013769363167,0.03009122203098107,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 08:00:00,0.23407575757575758,0.03101683501683502,0.014138047138047139,0.007934343434343434,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 09:00:00,0.24109212730318258,0.004693467336683417,0.014165829145728644,0.0362964824120603,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 10:00:00,0.26897108843537415,0.0,0.01457482993197279,0.03875,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 11:00:00,0.21797807757166948,0.03503204047217538,0.014596964586846542,0.011202360876897133,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 12:00:00,0.5500893760539629,0.0,0.014607082630691399,0.02641989881956155,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 13:00:00,0.2948469565217391,0.014933913043478261,0.015109565217391305,0.03692521739130435,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 14:00:00,0.23256195462478185,0.021521815008726006,0.015561954624781849,0.020727748691099477,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 15:00:00,0.25469782971619365,0.0,0.015731218697829716,0.01723873121869783,0.0,0.0,0.0,0.0,0.0,0.000996661101836394
2013-10-11 16:00:00,0.23226174496644297,0.03563255033557047,0.02015771812080537,0.03741442953020134,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 17:00:00,0.19785,0.0,0.016826666666666667,0.02749333333333333,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 18:00:00,0.19323529411764706,0.0,0.01697142857142857,0.009801680672268909,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 19:00:00,0.2218095238095238,0.0349812925170068,0.01599829931972789,0.03743197278911565,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 20:00:00,0.1993300395256917,0.0,0.01532411067193676,0.0328596837944664,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 21:00:00,0.19697397769516728,0.010752788104089219,0.015866171003717473,0.006046468401486989,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 22:00:00,0.21179341864716636,0.023857404021937843,0.014182815356489945,0.03319744058500914,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-11 23:00:00,0.19940077071290943,0.0,0.013878612716763005,0.037061657032755296,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-12 00:00:00,0.20691346153846155,0.03184423076923077,0.014371153846153846,0.010442307692307692,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-12 01:00:00,0.19410894941634244,0.003544747081712062,0.014171206225680933,0.025009727626459147,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-12 02:00:00,0.19874363636363637,0.0,0.014134545454545455,0.03604363636363637,0.0,0.0,0.0,0.0,0.0014581818181818183,0.001
2013-10-12 03:00:00,0.19847978910369068,0.03407732864674868,0.013688927943760984,0.015655536028119508,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-12 04:00:00,0.189140350877193,0.0,0.012824561403508771,0.024380116959064328,0.0,0.0,0.0,0.0,0.0,0.001
2013-10-12 05:00:00,0.19963499999999998,0.0,0.015956666666666668,0.036638333333333335,0.0,0.0,0.0,0.0,0.0,0.001
