time,main,fridge-freezer,tumble_dryer,washing_machine,dishwasher,food_mixer,television,kettle,vivarium,pond_pump
2014-06-04 00:00:00,0.1706873661670235,0.0340192719486081,0.0,0.0,0.0,0.0,0.0009657387580299,0.0,0.0208222698072805,0.0
2014-06-04 01:00:00,0.1937135135135135,0.0648378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0201054054054054,0.0
2014-06-04 02:00:00,0.15572921108742,0.0216524520255863,0.0,0.0,0.0,0.0,0.0,0.0,0.0201492537313432,0.0
2014-06-04 03:00:00,0.1742324093816631,0.0335842217484008,0.0,0.0,0.0,0.0,0.0,0.0,0.020230277185501,0.0
2014-06-04 04:00:00,0.1965701754385965,0.0560416666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0203837719298245,0.0
2014-06-04 05:00:00,0.163917211328976,0.0137015250544662,0.0,0.0,0.0,0.0,0.0,0.0,0.0203834422657952,0.0
2014-06-04 06:00:00,0.2252862903225806,0.0398487903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.020211693548387,0.0
2014-06-04 07:00:00,0.1956721991701245,0.0807323651452282,0.0,0.0,0.0,0.0,0.0,0.0,0.0202904564315352,0.0
2014-06-04 08:00:00,0.1583413173652694,0.0221017964071856,0.0,0.0,0.0,0.0,0.0,0.0,0.0201776447105788,0.0
2014-06-04 09:00:00,0.1606383838383838,0.0415070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0200565656565656,0.0
2014-06-04 10:00:00,0.2236382189239332,0.0599554730983302,0.0,0.0,0.0,0.0,0.0,0.0,0.0200204081632653,0.0
2014-06-04 11:00:00,0.4796022304832714,0.0060687732342007,0.0,0.0,0.0,0.0,0.0,0.0,0.0202193308550185,0.0
2014-06-04 12:00:00,0.2893532710280374,0.048603738317757,0.0,0.0,0.0,0.0,0.0,0.0,0.0199981308411214,0.0
2014-06-04 13:00:00,0.4634465290806754,0.041827392120075,0.0,0.0010806754221388,0.0,0.0,0.0,0.0,0.0199324577861163,0.0
2014-06-04 14:00:00,0.5885073684210527,0.0184,0.0,0.0009263157894736,0.0,0.0,0.0,0.0,0.019858947368421,0.0
2014-06-04 15:00:00,0.3284652014652015,0.0584413919413919,0.0,0.0,0.0,0.0,0.0,0.0,0.020051282051282,0.0
2014-06-04 16:00:00,0.2353747779751332,0.0216483126110124,0.0,0.0,0.0,0.0,0.0,0.0,0.0197673179396092,0.0
2014-06-04 17:00:00,0.7227035294117647,0.0418847058823529,0.0,0.0,0.0578023529411764,0.0,0.0217411764705882,0.0587058823529411,0.0196564705882352,0.0
2014-06-04 18:00:00,1.3664160583941605,0.0560413625304136,0.0,0.0,1.0040948905109488,0.0,0.0032481751824817,0.0,0.0199902676399026,0.0
2014-06-04 19:00:00,0.2687506297229219,0.0349596977329974,0.0,0.0,0.0001989924433249,0.0,0.0283576826196473,0.0,0.0206272040302267,0.0
2014-06-04 20:00:00,0.2972307692307692,0.0289914529914529,0.0,0.0,0.0,0.0,0.0272948717948717,0.0785128205128205,0.0213504273504273,0.0
2014-06-04 21:00:00,0.2630049382716049,0.0583851851851851,0.0,0.0,0.0,0.0,0.0167481481481481,0.0,0.0213555555555555,0.0
2014-06-04 22:00:00,0.1822013888888889,0.0386481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0216504629629629,0.0
2014-06-04 23:00:00,0.2398563922942206,0.1147302977232924,0.0,0.0,0.0,0.0,0.0,0.0,0.0218178633975481,0.0
2014-06-05 00:00:00,0.1748547008547008,0.0464307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0202905982905982,0.0
2014-06-05 01:00:00,0.1784931034482758,0.0511258620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0203655172413793,0.0
2014-06-05 02:00:00,0.1460413793103448,0.012303448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0204344827586206,0.0
2014-06-05 03:00:00,0.2122686308492201,0.059214904679376,0.0,0.0,0.0,0.0,0.0,0.0,0.0204662045060658,0.0
2014-06-05 04:00:00,0.171041450777202,0.0223834196891191,0.0,0.0,0.0,0.0,0.0,0.0,0.0204784110535405,0.0
2014-06-05 05:00:00,0.1887075306479859,0.0369667250437828,0.0,0.0,0.0,0.0,0.0,0.0,0.0200262697022767,0.0
2014-06-05 06:00:00,0.4929842105263158,0.053119298245614,0.0,0.0,0.0,0.0,0.0,0.0656807017543859,0.0201333333333333,0.0
2014-06-05 07:00:00,1.3109272097053726,0.0107556325823223,0.0,0.0,0.0,0.0,0.0,0.0,0.0205667244367417,0.0
2014-06-05 08:00:00,1.1421256544502618,0.0550383944153577,0.0015636998254799,0.0,0.0,0.0,0.0,0.0,0.0204781849912739,0.0
2014-06-05 09:00:00,0.908277777777778,0.0345824372759856,0.0,0.0,0.0,0.0,0.0,0.0,0.0203154121863799,0.0
2014-06-05 10:00:00,0.7248869565217391,0.0231565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0202608695652173,0.0
2014-06-05 11:00:00,1.083587219343696,0.0557789291882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0205215889464594,0.0
2014-06-05 12:00:00,1.1050044052863437,0.0182797356828193,0.0,0.0,0.0,0.0,0.0,0.0,0.0204911894273127,0.0
2014-06-05 13:00:00,1.6602556131260795,0.0427530224525043,0.0,0.0,0.0,0.0,0.0,0.0,0.0208549222797927,0.0
2014-06-05 14:00:00,1.2657817869415808,0.0502353951890034,0.0,0.0,0.0,0.0,0.0,0.0,0.0202061855670103,0.0
2014-06-05 15:00:00,0.9195820105820104,0.0069982363315696,0.0,0.0,0.0,0.0,0.0,0.0,0.0201164021164021,0.0
