time,main,fridge,fridge-freezer,washing_machine,dishwasher,computer_site,microwave,kettle,router,hi-fi
2014-06-04 00:00:00,0.2920889261744966,0.0,0.0208305369127516,0.0,0.0,0.0,0.0018808724832214,0.1481862416107382,0.010238255033557,0.0
2014-06-04 01:00:00,0.1664516666666666,0.0,0.0605533333333333,0.0,0.0,0.0,0.0018916666666666,0.0,0.010225,0.0
2014-06-04 02:00:00,0.0702327150084317,0.0,0.0,0.0,0.0,0.0,0.001902192242833,0.0,0.0102816188870151,0.0
2014-06-04 03:00:00,0.0681876046901172,0.0,0.0,0.0,0.0,0.0,0.0019380234505862,0.0,0.0102847571189279,0.0
2014-06-04 04:00:00,0.2116340640809443,0.0,0.0708684654300168,0.0,0.0,0.0,0.0019156829679595,0.0,0.0102259696458684,0.0
2014-06-04 05:00:00,0.1609664429530201,0.0,0.0177063758389261,0.0,0.0,0.0,0.0018758389261744,0.0,0.0102013422818791,0.0
2014-06-04 06:00:00,0.1413327674023769,0.0,0.0,0.0,0.0,0.0,0.0016689303904923,0.0,0.0102088285229202,0.0
2014-06-04 07:00:00,0.1659382303839733,0.0,0.0237579298831385,0.0,0.0,0.0,0.0018030050083472,0.0,0.0102203672787979,0.0
2014-06-04 08:00:00,0.3228023450586265,0.0,0.0677855946398659,0.0,0.0,0.0,0.0016901172529313,0.06914405360134,0.0101608040201005,0.0035075376884422
2014-06-04 09:00:00,0.3421366666666666,0.0,0.0,0.0,0.0,0.0,0.00166,0.0,0.0101116666666666,0.0
2014-06-04 10:00:00,0.4835358931552587,0.0,0.0,0.0,0.0,0.0,0.0016644407345575,0.0,0.0101585976627712,0.0
2014-06-04 11:00:00,0.8288888888888889,0.0,0.0473821548821548,3.3670033670033667e-06,0.0,0.0,0.0017020202020202,0.0,0.0101750841750841,0.0
2014-06-04 12:00:00,0.683921875,0.0,0.0327690972222222,0.0,0.0,0.0,0.0017621527777777,0.1190972222222222,0.010203125,0.0067934027777777
2014-06-04 13:00:00,0.9049680672268908,0.0,0.0,0.0,0.0,0.0,0.0017882352941176,0.0,0.0101563025210084,0.004853781512605
2014-06-04 14:00:00,0.7130636515912897,0.0,0.0246917922948073,0.0,0.0,0.0,0.0016063651591289,0.0,0.010179229480737,0.0
