time,main,fridge,freezer,washing_machine,dishwasher,television_site,microwave,kettle,hi-fi,electric_heater
2014-06-04 00:00:00,0.3367242152466368,0.0081367713004484,0.0283946188340807,0.0009865470852017,0.0,0.0,0.0162825112107623,0.00502466367713,0.0019775784753363,0.0
2014-06-04 01:00:00,0.7890986842105263,0.0091622807017543,0.019173245614035,0.0009517543859649,0.0,0.0,0.0161776315789473,0.0050153508771929,0.0019407894736842,0.0
2014-06-04 02:00:00,0.4892172949002217,0.0082350332594235,0.019880266075388,0.0009689578713968,0.0,0.0,0.0161796008869179,0.0080199556541019,0.0019534368070953,0.0
2014-06-04 03:00:00,0.9271511111111111,0.0029866666666666,0.0246177777777777,0.001,0.0,0.0,0.0161022222222222,0.0091133333333333,0.0019466666666666,0.0
2014-06-04 04:00:00,2.625062645011601,0.0047192575406032,0.0333294663573085,0.000983758700696,0.0,0.0,0.0162877030162412,0.0050348027842227,0.0019187935034802,0.0
2014-06-04 05:00:00,2.287894396551724,0.007551724137931,0.0209870689655172,0.0009375,0.0,0.0,0.0161681034482758,0.0050107758620689,0.0019073275862068,0.2106465517241379
2014-06-04 06:00:00,0.6555840517241379,0.0078405172413793,0.0254676724137931,0.0009137931034482,0.0,0.028364224137931,0.0160969827586206,0.0050193965517241,0.1383189655172413,0.0306120689655172
2014-06-04 07:00:00,0.1923612903225806,0.0075655913978494,0.019905376344086,0.0008236559139784,0.0,0.0,0.0160193548387096,0.005010752688172,0.001821505376344,0.0
2014-06-04 08:00:00,0.1939959016393442,0.0083770491803278,0.0197295081967213,0.0008709016393442,0.0,0.0,0.0160409836065573,0.0050040983606557,0.0017889344262295,0.0
2014-06-04 09:00:00,0.1940780590717299,0.0082784810126582,0.0323691983122362,0.0008459915611814,0.0,0.0,0.0161561181434599,0.0050316455696202,0.0018270042194092,0.0
2014-06-04 10:00:00,0.1949585687382297,0.0081129943502824,0.0278305084745762,0.0008323917137476,0.0,0.0,0.0161412429378531,0.0050188323917137,0.0018079096045197,0.0
2014-06-04 11:00:00,0.194268876611418,0.0085138121546961,0.0217108655616942,0.0008581952117863,0.0,0.0,0.0160165745856353,0.005012891344383,0.0018489871086556,0.0
2014-06-04 12:00:00,0.1883961165048543,0.0002990291262135,0.0232893203883495,0.000883495145631,0.0,0.0,0.016083495145631,0.0050116504854368,0.001852427184466,0.0
2014-06-04 13:00:00,0.1911650853889943,0.0071555977229601,0.0176717267552182,0.0008994307400379,0.0,0.0,0.0162277039848197,0.0050113851992409,0.0018842504743833,0.0
2014-06-04 14:00:00,0.1924623655913978,0.0071164874551971,0.0179390681003584,0.0009193548387096,0.0,0.0,0.0161523297491039,0.005021505376344,0.0018297491039426,0.0
2014-06-04 15:00:00,0.2504851657940663,0.0078464223385689,0.0224153577661431,0.0009371727748691,0.0,0.0,0.016153577661431,0.0106806282722513,0.0018150087260034,0.0690785340314136
2014-06-04 16:00:00,0.3198743455497382,0.0086457242582897,0.026848167539267,0.0009389179755671,0.0,0.0,0.0162076788830715,0.1369389179755672,0.0018883071553228,0.0
2014-06-04 17:00:00,0.3405487288135593,0.0074597457627118,0.0294851694915254,0.0008919491525423,0.0,0.0,0.0160550847457627,0.1329936440677966,0.0018262711864406,0.0
2014-06-04 18:00:00,0.4192203023758099,0.0081879049676025,0.0230561555075593,0.0009244060475161,0.0,0.0,0.0161879049676025,0.1361684665226782,0.0019028077753779,0.0
2014-06-04 19:00:00,0.6379671052631579,0.0101864035087719,0.0191754385964912,0.0009407894736842,0.0,0.0,0.0162368421052631,0.1326600877192982,0.0019078947368421,0.0
2014-06-04 20:00:00,0.82398755186722,0.0083879668049792,0.0184315352697095,0.0009398340248962,0.0,0.0,0.0161929460580912,0.1324958506224066,0.001863070539419,0.0
2014-06-04 21:00:00,0.5816535269709543,0.0019771784232365,0.0180207468879668,0.0009336099585062,0.001363070539419,0.0,0.0161867219917012,0.0320186721991701,0.0018941908713692,0.0
