time,main
2025-12-07 00:00:00,0.0002789999999986
2025-12-07 01:00:00,0.0004650000000001
2025-12-07 02:00:00,0.0005
2025-12-07 03:00:00,0.0004880000000011
2025-12-07 04:00:00,0.0005429999999978
2025-12-07 05:00:00,0.0005730000000003
2025-12-07 06:00:00,0.0005610000000015
2025-12-07 07:00:00,0.0005740000000005
2025-12-07 08:00:00,0.0006529999999984
2025-12-07 09:00:00,0.0004249999999992
2025-12-07 10:00:00,0.0002520000000004
2025-12-07 11:00:00,0.0002220000000015
2025-12-07 12:00:00,0.0002399999999979
2025-12-07 13:00:00,0.0001260000000002
2025-12-07 14:00:00,0.0003940000000002
2025-12-07 15:00:00,0.0005250000000014
2025-12-07 16:00:00,0.0011419999999998
2025-12-07 17:00:00,0.0006169999999983
2025-12-07 18:00:00,0.0005169999999998
2025-12-07 19:00:00,0.0007210000000013
2025-12-07 20:00:00,0.0016589999999997
2025-12-07 21:00:00,0.0005149999999994
2025-12-07 22:00:00,0.0005560000000004
2025-12-07 23:00:00,0.0003970000000008
2025-12-08 00:00:00,0.0004609999999993
2025-12-08 01:00:00,0.0004370000000017
2025-12-08 02:00:00,0.0003419999999969
2025-12-08 03:00:00,0.0005200000000004
2025-12-08 04:00:00,0.0005250000000014
2025-12-08 05:00:00,0.0006110000000007
2025-12-08 06:00:00,0.0005829999999987
2025-12-08 07:00:00,0.000742000000002
2025-12-08 08:00:00,0.0004539999999979
2025-12-08 09:00:00,9.8000000001775e-05
2025-12-08 10:00:00,3.4999999999854e-05
2025-12-08 11:00:00,0.0006260000000002
2025-12-08 12:00:00,0.0011859999999979
2025-12-08 13:00:00,0.0003960000000006
2025-12-08 14:00:00,0.0005620000000017
2025-12-08 15:00:00,0.0006989999999968
2025-12-08 16:00:00,0.0010490000000027
2025-12-08 17:00:00,0.0003859999999986
2025-12-08 18:00:00,0.0004759999999987
2025-12-08 19:00:00,0.0003559999999997
2025-12-08 20:00:00,0.0005460000000021
2025-12-08 21:00:00,0.000423999999999
2025-12-08 22:00:00,0.0004690000000009
2025-12-08 23:00:00,0.0003090000000011
2025-12-09 00:00:00,0.0004159999999974
2025-12-09 01:00:00,0.000398000000001
2025-12-09 02:00:00,0.0004199999999982
2025-12-09 03:00:00,0.0003940000000002
2025-12-09 04:00:00,0.0004390000000021
2025-12-09 05:00:00,0.0004500000000007
2025-12-09 06:00:00,0.0005559999999968
2025-12-09 07:00:00,0.0007510000000002
2025-12-09 08:00:00,0.0005169999999998
2025-12-09 09:00:00,0.0003590000000003
2025-12-09 10:00:00,0.0004300000000002
2025-12-09 11:00:00,8.000000001629801e-06
2025-12-09 12:00:00,0.0005479999999988
2025-12-09 13:00:00,0.0002269999999989
2025-12-09 14:00:00,0.0003830000000016
2025-12-09 15:00:00,0.0003790000000008
2025-12-09 16:00:00,0.0004889999999977
2025-12-09 17:00:00,0.0005760000000009
2025-12-09 18:00:00,0.0005730000000003
2025-12-09 19:00:00,0.0005940000000009
2025-12-09 20:00:00,0.0010509999999994
2025-12-09 21:00:00,0.0014629999999997
2025-12-09 22:00:00,0.0004909999999981
2025-12-09 23:00:00,0.0004500000000007
2025-12-10 00:00:00,0.0003899999999994
2025-12-10 01:00:00,0.0002790000000022
2025-12-10 02:00:00,0.0004429999999993
2025-12-10 03:00:00,0.0004500000000007
2025-12-10 04:00:00,0.0004779999999991
2025-12-10 05:00:00,0.0004890000000014
2025-12-10 06:00:00,0.0006239999999998
2025-12-10 07:00:00,0.0007219999999979
2025-12-10 08:00:00,0.0003880000000026
2025-12-10 09:00:00,0.0001089999999967
2025-12-10 10:00:00,2.0000000004075e-06
2025-12-10 11:00:00,1e-06
2025-12-10 12:00:00,3.0000000002474e-05
2025-12-10 13:00:00,0.0001209999999991
2025-12-10 14:00:00,0.0002949999999982
2025-12-10 15:00:00,0.0004300000000002
2025-12-10 16:00:00,0.0007970000000023
2025-12-10 17:00:00,0.0010099999999984
2025-12-10 18:00:00,0.0011909999999989
2025-12-10 19:00:00,0.001122000000003
2025-12-10 20:00:00,0.0003419999999969
2025-12-10 21:00:00,0.0006200000000026
2025-12-10 22:00:00,0.0005769999999975
2025-12-10 23:00:00,0.000403000000002
2025-12-11 00:00:00,0.0004089999999996
2025-12-11 01:00:00,0.0004490000000005
2025-12-11 02:00:00,0.0004869999999973
2025-12-11 03:00:00,0.000533000000003
2025-12-11 04:00:00,0.0005910000000003
2025-12-11 05:00:00,0.0005789999999979
2025-12-11 06:00:00,0.0007560000000012
2025-12-11 07:00:00,0.0005839999999989
2025-12-11 08:00:00,0.0003199999999997
2025-12-11 09:00:00,0.0002829999999994
2025-12-11 10:00:00,0.0001090000000003
2025-12-11 11:00:00,3.0000000006112e-06
2025-12-11 12:00:00,1e-06
2025-12-11 13:00:00,7.300000000032e-05
2025-12-11 14:00:00,0.0005159999999996
2025-12-11 15:00:00,0.0008699999999989
2025-12-11 16:00:00,0.0014600000000028
2025-12-11 17:00:00,0.0021359999999986
2025-12-11 18:00:00,0.0007299999999995
2025-12-11 19:00:00,0.0007560000000012
2025-12-11 20:00:00,0.0006889999999984
2025-12-11 21:00:00,0.0007030000000013
2025-12-11 22:00:00,0.0006889999999984
2025-12-11 23:00:00,0.0005689999999995
2025-12-12 00:00:00,0.0005260000000016
2025-12-12 01:00:00,0.000541000000001
2025-12-12 02:00:00,0.0005709999999999
2025-12-12 03:00:00,0.0005499999999992
2025-12-12 04:00:00,0.0005149999999994
2025-12-12 05:00:00,0.0005720000000001
2025-12-12 06:00:00,0.0007040000000015
2025-12-12 07:00:00,0.0008369999999995
2025-12-12 08:00:00,0.0005479999999988
2025-12-12 09:00:00,0.0001640000000006
2025-12-12 10:00:00,3.0000000006112e-06
2025-12-12 11:00:00,8.499999999912699e-05
2025-12-12 12:00:00,0.0001440000000002
2025-12-12 13:00:00,0.0004579999999987
2025-12-12 14:00:00,0.0005469999999986
2025-12-12 15:00:00,0.0005650000000023
2025-12-12 16:00:00,0.0016769999999997
2025-12-12 17:00:00,0.0006779999999998
2025-12-12 18:00:00,0.000541000000001
2025-12-12 19:00:00,0.0008669999999983
2025-12-12 20:00:00,0.0014720000000016
2025-12-12 21:00:00,0.0006199999999989
2025-12-12 22:00:00,0.0004039999999986
2025-12-12 23:00:00,0.0004400000000023
2025-12-13 00:00:00,0.000393
2025-12-13 01:00:00,0.0003859999999986
2025-12-13 02:00:00,0.0004210000000021
2025-12-13 03:00:00,0.0004349999999976
2025-12-13 04:00:00,0.0004540000000015
2025-12-13 05:00:00,0.0004919999999983
2025-12-13 06:00:00,0.0004959999999991
2025-12-13 07:00:00,0.0007610000000022
2025-12-13 08:00:00,0.0004470000000001
2025-12-13 09:00:00,9.8999999998341e-05
2025-12-13 10:00:00,0.0001219999999993
2025-12-13 11:00:00,7.2000000000116e-05
2025-12-13 12:00:00,0.0005339999999996
2025-12-13 13:00:00,0.0011230000000032
2025-12-13 14:00:00,0.0005219999999972
2025-12-13 15:00:00,0.0006219999999993
2025-12-13 16:00:00,0.0008950000000004
2025-12-13 17:00:00,0.0008240000000005
2025-12-13 18:00:00,0.0005699999999997
2025-12-13 19:00:00,0.0006850000000013
2025-12-13 20:00:00,0.0006519999999982
2025-12-13 21:00:00,0.0005940000000009
2025-12-13 22:00:00,0.0006110000000007
2025-12-13 23:00:00,0.0006029999999991
