time,kettle,main
2013-02-27 21:00:00,0.08747627118644069,0.004355932203389831
2013-02-27 22:00:00,0.0009898132427843803,0.0041375212224108665
2013-02-27 23:00:00,0.0009932088285229202,0.24043633276740237
2013-02-28 00:00:00,0.0009813242784380307,0.32150254668930395
2013-02-28 01:00:00,0.00099660441426146,0.21691171477079796
2013-02-28 02:00:00,0.0009863945578231293,0.21541666666666665
2013-02-28 03:00:00,0.0009846938775510204,0.18981972789115648
2013-02-28 04:00:00,0.0009810344827586206,0.23605689655172415
2013-02-28 05:00:00,0.0009931972789115646,0.1970357142857143
2013-02-28 06:00:00,0.0009744897959183674,0.21857142857142858
2013-02-28 07:00:00,0.000969335604770017,0.2450954003407155
2013-02-28 08:00:00,0.0009694117647058823,1.437894117647059
2013-02-28 09:00:00,0.0009664804469273744,0.9516405959031657
2013-02-28 10:00:00,0.0009795918367346938,0.16451700680272108
2013-02-28 11:00:00,0.0009710884353741497,0.15937755102040815
2013-02-28 12:00:00,0.0009727891156462585,0.13622108843537414
2013-02-28 13:00:00,0.0009761904761904762,0.1668231292517007
2013-02-28 14:00:00,0.0009774305555555556,0.14003993055555555
2013-02-28 15:00:00,0.0009693877551020407,0.15837925170068026
2013-02-28 16:00:00,0.0009778911564625851,0.14039455782312923
2013-02-28 17:00:00,0.0009689119170984456,0.17140932642487047
2013-02-28 18:00:00,0.0009744897959183674,0.13055442176870746
2013-02-28 19:00:00,0.0009705882352941176,0.16614359861591693
2013-02-28 20:00:00,0.0009608843537414967,0.4590765306122449
2013-02-28 21:00:00,0.000984641638225256,0.7055460750853242
2013-02-28 22:00:00,0.0009744897959183674,0.6547363945578232
2013-02-28 23:00:00,0.0009861351819757365,0.7412668977469671
2013-03-01 00:00:00,0.0009880952380952382,0.3299319727891157
2013-03-01 01:00:00,0.0009914965986394558,0.19884863945578232
2013-03-01 02:00:00,0.0009810344827586206,0.16358448275862067
2013-03-01 03:00:00,0.0009812606473594547,0.1482657580919932
2013-03-01 04:00:00,0.0009846938775510204,0.3298316326530612
2013-03-01 05:00:00,0.0009948892674616695,0.2335519591141397
2013-03-01 06:00:00,0.0009846678023850085,0.2108296422487223
2013-03-01 07:00:00,0.000984375,0.2819427083333333
2013-03-01 08:00:00,0.0009574944071588367,2.052427293064877
2013-03-01 09:00:00,0.0009923809523809523,1.5778304761904762
2013-03-01 10:00:00,0.0009778911564625851,0.17537244897959184
2013-03-01 11:00:00,0.0009728353140916807,0.14123429541595925
2013-03-01 12:00:00,0.000966044142614601,0.12358573853989813
2013-03-01 13:00:00,0.0009741824440619621,0.12951118760757316
2013-03-01 14:00:00,0.0009745331069609507,0.1192546689303905
2013-03-01 15:00:00,0.0009694397283531409,0.14287945670628185
2013-03-01 16:00:00,0.0009761904761904762,0.1332312925170068
2013-03-01 17:00:00,0.000989795918367347,0.11832993197278911
2013-03-01 18:00:00,0.0009778911564625851,0.1351360544217687
2013-03-01 19:00:00,0.00098582995951417,0.9088198380566802
2013-03-01 20:00:00,0.0009863945578231293,0.550826530612245
2013-03-01 21:00:00,0.0009893428063943162,0.5210426287744228
2013-03-01 22:00:00,0.006575700934579439,0.7596261682242991
2013-03-01 23:00:00,0.0009312839059674502,1.3553327305605787
2013-03-02 00:00:00,0.000976958525345622,2.6954239631336403
2013-03-02 01:00:00,0.00098989898989899,2.919757575757576
2013-03-02 02:00:00,0.0009906542056074767,0.6982219626168225
2013-03-02 03:00:00,0.0009874551971326166,0.67281541218638
2013-03-02 04:00:00,0.0009825174825174826,0.2659562937062937
2013-03-02 05:00:00,0.0009863945578231293,0.19279421768707483
