time,main,blender,toaster,chest_freezer,fridge-freezer,washing_machine,dishwasher,television_site,microwave,k_mix
2014-06-04 00:00:00,0.363324459234609,0.0845574043261231,0.0410415973377703,0.0404043261231281,0.0400682196339434,0.0,0.0018502495840266,0.0485757071547421,0.0,0.0
2014-06-04 01:00:00,0.3015175292153589,0.0781903171953255,0.046677796327212,0.0398580968280467,0.0,0.0,0.0017178631051752,0.0486143572621035,0.0,0.0
2014-06-04 02:00:00,0.30188,0.0267616666666666,0.05111,0.0418316666666666,0.03989,0.0,0.0017516666666666,0.0487,0.0,0.0
2014-06-04 03:00:00,0.2353549999999999,0.0,0.0507066666666666,0.0374716666666666,0.0102483333333333,0.0,0.00182,0.0486466666666666,0.0,0.0
2014-06-04 04:00:00,0.2558616666666666,0.0,0.0488283333333333,0.0370799999999999,0.0282116666666666,0.0,0.0017816666666666,0.0483383333333333,0.0,0.0
2014-06-04 05:00:00,0.2811833333333333,0.0,0.0369116666666666,0.0417183333333333,0.0397999999999999,0.0,0.0017433333333333,0.0485316666666666,0.0,0.0
2014-06-04 06:00:00,1.2849060402684562,0.0,0.0591661073825503,0.0450704697986577,0.0,0.0,0.0016275167785234,0.0496224832214765,0.0028104026845637,0.0
2014-06-04 07:00:00,0.7444076539101497,0.0,0.041377703826955,0.0438519134775374,0.0422329450915141,0.0,0.0015507487520798,0.0490599001663893,0.0,0.0
2014-06-04 08:00:00,0.3435334448160535,0.0,0.0453210702341137,0.0417608695652173,0.0339966555183946,0.0,0.0014799331103678,0.0487257525083612,0.0,0.0
2014-06-04 09:00:00,0.2973427620632279,0.041269550748752,0.0498968386023294,0.0427936772046588,0.0048868552412645,0.0,0.0014708818635607,0.0485507487520798,0.0,0.0
2014-06-04 10:00:00,1.134873121869783,0.089041736227045,0.0500884808013355,0.0751719532554257,0.037686143572621,0.0,0.0014040066777963,0.0486811352253756,0.0,0.0
2014-06-04 11:00:00,0.9639395973154362,0.0790922818791946,0.0501711409395973,0.0746711409395973,0.0363053691275167,0.0,0.0013137583892617,0.0485721476510067,0.0,0.0
2014-06-04 12:00:00,0.8089627118644067,0.0668677966101694,0.0506186440677966,0.0745559322033898,0.0208728813559322,0.0,0.0014271186440677,0.048886440677966,0.0,0.0
2014-06-04 13:00:00,2.736119932432433,0.0,0.0494476351351351,0.0744831081081081,0.0163783783783783,0.4971942567567567,0.0013969594594594,0.0499763513513513,0.0,0.0
2014-06-04 14:00:00,2.3659183333333336,0.0,0.0491749999999999,0.0745166666666666,0.0376916666666666,0.1021916666666666,0.50231,0.0620016666666666,0.0,0.0
2014-06-04 15:00:00,1.2772366666666666,0.0,0.0494166666666666,0.0745866666666666,0.0380216666666666,0.0647683333333333,0.443055,0.0773949999999999,0.0,0.0
2014-06-04 16:00:00,1.9825916666666668,0.0,0.0481049999999999,0.0745499999999999,0.0210066666666666,0.0,0.001235,0.04956,0.0,0.0
2014-06-04 17:00:00,0.7427166666666667,0.0,0.04554,0.0745416666666666,0.0139816666666666,0.0,0.0013266666666666,0.0688616666666666,0.0,0.0
2014-06-04 18:00:00,0.716865224625624,0.0,0.0436056572379367,0.0742346089850249,0.0382445923460898,0.0,0.0013111480865224,0.1280199667221297,0.0,0.0
2014-06-04 19:00:00,2.654771285475793,0.0,0.04249081803005,0.0742237061769616,0.0403238731218697,0.2043806343906511,0.4697679465776294,0.1272253756260434,0.0,0.0
2014-06-04 20:00:00,3.1494283333333333,0.0543316666666666,0.0479766666666666,0.0741133333333333,0.0073316666666666,0.396875,0.4548683333333333,0.12722,0.0,0.0
2014-06-04 21:00:00,0.8040883333333334,0.0876133333333333,0.050105,0.0742533333333333,0.0341733333333333,0.0863816666666666,0.0014466666666666,0.0991816666666666,0.0,0.0
2014-06-04 22:00:00,0.3882775919732442,0.079010033444816,0.0498093645484949,0.0744080267558528,0.040571906354515,0.0,0.0016371237458193,0.0484933110367893,0.0,0.0
2014-06-04 23:00:00,0.2786637323943662,0.0423978873239436,0.0497077464788732,0.074588028169014,0.0,0.0,0.0017535211267605,0.0487922535211267,0.0,0.0
2014-06-05 00:00:00,0.2717406082289803,0.0,0.0430143112701252,0.0743363148479427,0.0388282647584973,0.0,0.0017996422182468,0.0487835420393559,0.0,0.0
2014-06-05 01:00:00,0.264969696969697,0.0,0.0374848484848484,0.0741051693404634,0.0388467023172905,0.0,0.0018235294117647,0.0484474153297682,0.0,0.0
2014-06-05 02:00:00,0.2343943661971831,0.0,0.0498045774647887,0.0740176056338028,0.0013239436619718,0.0,0.0018415492957746,0.0486144366197183,0.0,0.0
2014-06-05 03:00:00,0.2738802177858439,0.0,0.0505771324863883,0.0736860254083484,0.0381597096188747,0.0,0.0018148820326678,0.0486370235934664,0.0,0.0
2014-06-05 04:00:00,0.2184265734265734,0.0,0.0452412587412587,0.0524283216783216,0.0060576923076923,0.0,0.0017534965034965,0.0485664335664335,0.0,0.0
2014-06-05 05:00:00,0.2582816399286988,0.0,0.0334206773618538,0.0682869875222816,0.0310588235294117,0.0,0.0016310160427807,0.0484741532976827,0.0,0.0
2014-06-05 06:00:00,0.8570321428571428,0.0,0.0496214285714285,0.0617,0.0376017857142857,0.0,0.0015375,0.0489517857142857,0.060125,0.0
2014-06-05 07:00:00,0.4900714285714285,0.0806017857142857,0.049375,0.0728107142857142,0.0,0.0,0.0014482142857142,0.0486732142857142,0.0,0.0
